Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,4,0,184000,155323.16227303818,85.40847804397345,225130.18065085635,0.0,0.014021859278162924,0.0,213000,213000,225000,225000,225000,225000,225000,225000,225000,225000,225000
NT PLAIN E2E,end_to_end_latency,1,0,147997.6206268184,147997.6206268184,147997.6206268184,147997.6206268184,3531.0,0.003505464819540731,0.0,148000,148000,148000,148000,148000,148000,148000,148000,148000,148000,148000
NT RAG E2E,end_to_end_latency,3,0,285000,275634.74688197795,252878.17516201176,289272.0526079647,2752.0,0.010516394458622194,0.0,285000,285000,289000,289000,289000,289000,289000,289000,289000,289000,289000
NT PLAIN ITL avg,inter_token_latency_avg,1,0,107.48681840497952,107.48681840497952,107.48681840497952,107.48681840497952,3531.0,0.003505464819540731,0.0,110,110,110,110,110,110,110,110,110,110,110
NT RAG ITL avg,inter_token_latency_avg,3,0,112.3149288229876,112.5888928274382,112.3149288229876,113.02133794933546,2752.0,0.010516394458622194,0.0,110,110,110,110,110,110,110,110,110,110,110
NT PLAIN ITL p95,inter_token_latency_p95,1,0,120.77068747021258,120.77068747021258,120.77068747021258,120.77068747021258,3531.0,0.003505464819540731,0.0,120,120,120,120,120,120,120,120,120,120,120
NT RAG ITL p95,inter_token_latency_p95,3,0,123.61882906407118,124.01979887702812,123.61882906407118,124.26371451001614,2752.0,0.010516394458622194,0.0,120,120,120,120,120,120,120,120,120,120,120
NT PLAIN TPS,ms_per_output_token,1,0,41.91379796851271,41.91379796851271,41.91379796851271,41.91379796851271,3531.0,0.003505464819540731,0.0,42,42,42,42,42,42,42,42,42,42,42
NT RAG TPS,ms_per_output_token,3,0,93,102.57825474360247,86.33601063913,128.32537759168878,2752.0,0.010516394458622194,0.0,93,93,130,130,130,130,130,130,130,130,130
NT RAG overhead,retrieval_overhead_vs_nt_plain,3,0,155000,149773.62878341228,126227.64631104656,167807.95627902262,0.0,0.010516394458622194,0.0,155000,155000,168000,168000,168000,168000,168000,168000,168000,168000,168000
NT PLAIN TTFT,time_to_first_token,1,0,57913.55966497213,57913.55966497213,57913.55966497213,57913.55966497213,0.0,0.003505464819540731,0.0,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000
NT RAG TTFT,time_to_first_token,3,0,213000,207687.1884483844,184141.20597601868,225721.51594399475,0.0,0.010516394458622194,0.0,213000,213000,226000,226000,226000,226000,226000,226000,226000,226000,226000
,Aggregated,27,0,58000,101028.82421735016,41.91379796851271,289272.0526079647,1746.2222222222222,0.09464755012759975,0.0,58000,168000,213000,213000,253000,285000,289000,289000,289000,289000,289000
