Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,12,0,270,22815.750179734703,43.24138700030744,234160.49548517913,0.0,0.042532639571543004,0.0,290,300,360,360,37000,234000,234000,234000,234000,234000,234000
NT PLAIN E2E,end_to_end_latency,10,0,148000,141927.15022340417,68122.29803786613,184375.6517181173,3324.9,0.035443866309619175,0.0,163000,167000,168000,171000,184000,184000,184000,184000,184000,184000,184000
NT RAG E2E,end_to_end_latency,2,0,91000,186411.87216504477,90689.85217018053,282133.892159909,1133.0,0.007088773261923835,0.0,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000,282000
NT PLAIN ITL avg,inter_token_latency_avg,10,0,180,178.85595393201953,169.20466404363867,183.15718244649182,3324.9,0.035443866309619175,0.0,180,180,180,180,180,180,180,180,180,180,180
NT RAG ITL avg,inter_token_latency_avg,2,0,170.95551576779184,175.2414444764181,170.95551576779184,179.52737318504435,1133.0,0.007088773261923835,0.0,180,180,180,180,180,180,180,180,180,180,180
NT PLAIN ITL p95,inter_token_latency_p95,10,0,198.00554126268253,194.53652875730768,182.7452071942389,198.00554126268253,3324.9,0.035443866309619175,0.0,200,200,200,200,200,200,200,200,200,200,200
NT RAG ITL p95,inter_token_latency_p95,2,0,190,192.3319567053113,186.17799557978287,198.48591783083975,1133.0,0.007088773261923835,0.0,200,200,200,200,200,200,200,200,200,200,200
NT PLAIN TPS,ms_per_output_token,10,0,42,42.86849534115859,39.95559375733397,47.62997977734882,3324.9,0.035443866309619175,0.0,43,43,44,47,48,48,48,48,48,48,48
NT RAG TPS,ms_per_output_token,2,0,83,161.94314712644717,82.74621548374135,241.140078769153,1133.0,0.007088773261923835,0.0,240,240,240,240,240,240,240,240,240,240,240
NT RAG overhead,retrieval_overhead_vs_nt_plain,2,0,37000,135434.7903409507,36643.5358109884,234226.04487091303,0.0,0.007088773261923835,0.0,234000,234000,234000,234000,234000,234000,234000,234000,234000,234000,234000
NT PLAIN TTFT,time_to_first_token,10,0,1100,1030.506358994171,538.8518141116947,1276.3233620207757,0.0,0.035443866309619175,0.0,1100,1200,1300,1300,1300,1300,1300,1300,1300,1300,1300
NT RAG TTFT,time_to_first_token,2,0,38000,136334.6983930096,37904.50010099448,234764.89668502472,0.0,0.007088773261923835,0.0,235000,235000,235000,235000,235000,235000,235000,235000,235000,235000,235000
,Aggregated,74,0,200,35472.296387239614,39.95559375733397,282133.892159909,1919.7297297297298,0.26228461069118186,0.0,230,810,1300,68000,167000,234000,235000,282000,282000,282000,282000
