Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,262,0,61000,58385.793485503826,9.311126999818953,262491.9221960008,0.0,0.9062120573243871,0.0,62000,81000,95000,104000,130000,159000,177000,193000,262000,262000,262000
NT PLAIN E2E,end_to_end_latency,89,0,39000,40840.02353810117,9078.950945000543,100922.87026099984,2484.483146067416,0.3078353935185895,0.0,39000,44000,50000,53000,66000,73000,83000,101000,101000,101000,101000
NT RAG E2E,end_to_end_latency,173,0,112000,115991.95545128899,40947.344381998846,282471.90712799964,718.2023121387283,0.5983766638057976,0.0,112000,122000,137000,146000,170000,194000,207000,223000,282000,282000,282000
NT PLAIN ITL avg,inter_token_latency_avg,89,0,26,26.309554631535566,23.64466099504033,35.470305807010796,2484.483146067416,0.3078353935185895,0.0,26,27,27,27,27,28,28,35,35,35,35
NT RAG ITL avg,inter_token_latency_avg,173,0,27,26.679920068048087,23.627767538881827,30.435262543840892,718.2023121387283,0.5983766638057976,0.0,27,27,28,28,29,29,30,30,30,30,30
NT PLAIN ITL p95,inter_token_latency_p95,89,0,33,37.564754471348124,23.198504749325366,84.58683239950916,2484.483146067416,0.3078353935185895,0.0,33,36,41,43,56,66,83,85,85,85,85
NT RAG ITL p95,inter_token_latency_p95,173,0,34,43.34538148494364,25.144049699247265,86.28964819890825,718.2023121387283,0.5983766638057976,0.0,34,41,55,61,79,82,84,86,86,86,86
NT PLAIN TPS,ms_per_output_token,89,0,15,27.445546005400317,5.680830312718645,190.20045898251146,2484.483146067416,0.3078353935185895,0.0,15,19,26,32,58,100,160,190,190,190,190
NT RAG TPS,ms_per_output_token,173,0,160,196.21878553879736,39.494240187598464,761.2365715751872,718.2023121387283,0.5983766638057976,0.0,160,200,250,260,340,460,600,740,760,760,760
NT RAG overhead,retrieval_overhead_vs_nt_plain,173,0,78000,81865.2861005837,11804.426652000984,253148.24473999944,0.0,0.5983766638057976,0.0,78000,97000,110000,118000,152000,175000,185000,204000,253000,253000,253000
NT PLAIN TTFT,time_to_first_token,89,0,20000,25718.588372730424,167.07438699995691,69178.68940500011,0.0,0.3078353935185895,0.0,20000,24000,29000,36000,57000,63000,69000,69000,69000,69000,69000
NT RAG TTFT,time_to_first_token,173,0,106000,111340.75025300583,36766.96073099993,279129.9328139994,0.0,0.5983766638057976,0.0,106000,117000,133000,140000,168000,193000,205000,218000,279000,279000,279000
,Aggregated,1745,0,530,42845.97973047654,5.680830312718645,282471.90712799964,791.6744985673353,6.035649007752121,0.0,530,59000,85000,96000,122000,151000,180000,195000,279000,282000,282000
