Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,45,0,29000,30197.506442222377,11.646893000943237,88753.06104899937,0.0,0.15625108176452981,0.0,29000,39000,55000,60000,66000,71000,89000,89000,89000,89000,89000
PLAIN E2E,end_to_end_latency,14,0,71000,63653.905383428406,19026.63124799983,104097.0209549996,2516.0,0.04861144766007594,0.0,80000,84000,88000,89000,92000,104000,104000,104000,104000,104000,104000
RAG E2E,end_to_end_latency,31,0,126000,119583.41734867758,42057.99092599955,172392.63780500006,682.8709677419355,0.10763963410445387,0.0,126000,130000,143000,153000,161000,169000,172000,172000,172000,172000,172000
PLAIN ITL avg,inter_token_latency_avg,14,0,17,16.924099197097995,16.284524027026702,17.704132414822368,2516.0,0.04861144766007594,0.0,17,17,17,17,17,18,18,18,18,18,18
RAG ITL avg,inter_token_latency_avg,31,0,17,16.954046935233986,16.092136504679917,18.857314161533186,682.8709677419355,0.10763963410445387,0.0,17,17,17,17,17,18,19,19,19,19,19
PLAIN ITL p95,inter_token_latency_p95,14,0,19,18.571186707185916,16.77653450087746,20.42821810073292,2516.0,0.04861144766007594,0.0,19,19,20,20,20,20,20,20,20,20,20
RAG ITL p95,inter_token_latency_p95,31,0,17,17.945489008044177,16.586186799395364,20.938492849018072,682.8709677419355,0.10763963410445387,0.0,17,18,20,20,20,20,21,21,21,21,21
PLAIN TPS,ms_per_output_token,14,0,25,37.70854257993898,11.571286290855129,152.54782695122165,2516.0,0.04861144766007594,0.0,26,37,41,42,69,150,150,150,150,150,150
RAG TPS,ms_per_output_token,31,0,180,198.58636901775037,68.72220739542409,537.1403853099208,682.8709677419355,0.10763963410445387,0.0,180,220,250,260,280,380,540,540,540,540,540
RAG overhead,retrieval_overhead_vs_plain,31,0,52000,55805.61835625821,0,132946.59728800072,0.0,0.10763963410445387,0.0,52000,67000,96000,99000,106000,123000,133000,133000,133000,133000,133000
PLAIN TTFT,time_to_first_token,14,0,56000,53212.15807999993,17187.623482999697,91563.1922979992,0.0,0.04861144766007594,0.0,65000,67000,73000,76000,82000,92000,92000,92000,92000,92000,92000
RAG TTFT,time_to_first_token,31,0,124000,116875.92954422582,39517.4242439989,169923.1120120003,0.0,0.10763963410445387,0.0,124000,129000,140000,148000,158000,165000,170000,170000,170000,170000,170000
,Aggregated,301,0,540,40078.03826499861,0,172392.63780500006,749.4086378737542,1.0451461246916327,0.0,540,55000,77000,92000,125000,140000,161000,165000,172000,172000,172000
