Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,79,0,34000,35445.05678232909,12.57794599951012,136776.5342040002,0.0,0.2810743556278459,0.0,34000,46000,51000,62000,95000,107000,124000,137000,137000,137000,137000
NT PLAIN E2E,end_to_end_latency,11,0,11000,10923.520592818353,3413.47282300012,21288.10839400103,2459.4545454545455,0.03913693559375069,0.0,11000,12000,13000,13000,16000,21000,21000,21000,21000,21000,21000
NT RAG E2E,end_to_end_latency,29,0,46000,53453.55622562088,8085.66452499872,141449.20146500046,623.4137931034483,0.10317919383807002,0.0,46000,54000,64000,70000,96000,104000,141000,141000,141000,141000,141000
PLAIN E2E,end_to_end_latency,14,0,58000,61945.2811847854,20318.451553999694,96071.60964899958,2918.5714285714284,0.04981064530113725,0.0,65000,77000,80000,87000,92000,96000,96000,96000,96000,96000,96000
RAG E2E,end_to_end_latency,25,0,143000,142851.89829156006,47433.38073999985,240416.6116589986,627.0,0.08894758089488794,0.0,143000,164000,168000,181000,182000,214000,240000,240000,240000,240000,240000
NT PLAIN ITL avg,inter_token_latency_avg,11,0,19,19.146954240407705,17.699897322379453,20.370600135799048,2459.4545454545455,0.03913693559375069,0.0,19,20,20,20,20,20,20,20,20,20,20
NT RAG ITL avg,inter_token_latency_avg,29,0,19,19.25054440032859,17.090064992804376,21.416147612907608,623.4137931034483,0.10317919383807002,0.0,19,20,20,20,21,21,21,21,21,21,21
PLAIN ITL avg,inter_token_latency_avg,14,0,19,19.33116966950451,18.466731698292477,20.60134914080632,2918.5714285714284,0.04981064530113725,0.0,19,20,20,20,20,21,21,21,21,21,21
RAG ITL avg,inter_token_latency_avg,25,0,19,18.98911757033713,17.302287488243618,21.844949033311423,627.0,0.08894758089488794,0.0,19,20,20,20,21,21,22,22,22,22,22
NT PLAIN ITL p95,inter_token_latency_p95,11,0,23,22.175426486335876,19.09549020056147,25.370194250172062,2459.4545454545455,0.03913693559375069,0.0,23,23,23,23,24,25,25,25,25,25,25
NT RAG ITL p95,inter_token_latency_p95,29,0,22,21.958541245030887,17.575751301228593,27.47486219996063,623.4137931034483,0.10317919383807002,0.0,22,24,24,24,25,26,27,27,27,27,27
PLAIN ITL p95,inter_token_latency_p95,14,0,23,22.709261689137097,18.998046999513463,25.646103200415382,2918.5714285714284,0.04981064530113725,0.0,23,23,24,24,24,26,26,26,26,26,26
RAG ITL p95,inter_token_latency_p95,25,0,20,20.6361827262117,17.870496799514513,24.90399395055647,627.0,0.08894758089488794,0.0,20,21,23,24,24,25,25,25,25,25,25
NT PLAIN TPS,ms_per_output_token,11,0,4.841805422695206,4.494199456181144,4.079810596901798,4.841805422695206,2459.4545454545455,0.03913693559375069,0.0,5,5,5,5,5,5,5,5,5,5,5
NT RAG TPS,ms_per_output_token,29,0,75,105.2696695933712,13.168834731268273,282.71827307735646,623.4137931034483,0.10317919383807002,0.0,75,130,130,140,250,270,280,280,280,280,280
PLAIN TPS,ms_per_output_token,14,0,20,25.47690925936278,10.062874848163942,67.95468747157088,2918.5714285714284,0.04981064530113725,0.0,20,28,32,34,37,68,68,68,68,68,68
RAG TPS,ms_per_output_token,25,0,250,248.56696330483996,61.36271764553667,432.4039778039543,627.0,0.08894758089488794,0.0,250,280,310,370,390,430,430,430,430,430,430
NT RAG overhead,retrieval_overhead_vs_nt_plain,29,0,44000,50182.57952389624,5115.925756999786,136818.85440899897,0.0,0.10317919383807002,0.0,44000,51000,62000,68000,95000,103000,137000,137000,137000,137000,137000
RAG overhead,retrieval_overhead_vs_plain,25,0,79000,85499.6353181202,16561.901594999654,212796.57884999868,0.0,0.08894758089488794,0.0,79000,104000,108000,110000,138000,143000,213000,213000,213000,213000,213000
NT PLAIN TTFT,time_to_first_token,11,0,90,101.5208368184672,64.02956000056292,148.2249069995305,0.0,0.03913693559375069,0.0,90,120,140,140,140,150,150,150,150,150,150
NT RAG TTFT,time_to_first_token,29,0,44000,50281.33676103451,5253.189588998794,136896.03882099982,0.0,0.10317919383807002,0.0,44000,51000,62000,68000,95000,103000,137000,137000,137000,137000,137000
PLAIN TTFT,time_to_first_token,14,0,45000,48256.705068285555,18931.388314998912,81713.63097199901,0.0,0.04981064530113725,0.0,50000,68000,69000,69000,76000,82000,82000,82000,82000,82000,82000
RAG TTFT,time_to_first_token,25,0,138000,139874.1069308002,44473.96368999944,238302.08624999976,0.0,0.08894758089488794,0.0,138000,161000,165000,177000,180000,212000,238000,238000,238000,238000,238000
,Aggregated,528,0,280,34368.20526710914,4.079810596901798,240416.6116589986,770.2121212121212,1.8785729085000333,0.0,280,41000,51000,68000,108000,141000,177000,182000,240000,240000,240000
