Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,74,0,40000,40613.95094960812,12.889128000097116,126286.3778209994,0.0,0.2551438437644297,0.0,40000,53000,62000,75000,89000,109000,121000,126000,126000,126000,126000
PLAIN E2E,end_to_end_latency,21,0,81000,85927.51013595235,15032.583989001068,134242.95845599956,3005.0,0.07240568539260844,0.0,81000,110000,115000,120000,127000,133000,134000,134000,134000,134000,134000
RAG E2E,end_to_end_latency,53,0,161000,164891.33497290555,93558.78071900042,241430.12536100106,661.0566037735849,0.1827381583718213,0.0,161000,174000,191000,195000,213000,229000,240000,241000,241000,241000,241000
PLAIN ITL avg,inter_token_latency_avg,21,0,22,22.69355450588154,21.441602089308507,24.594116272994725,3005.0,0.07240568539260844,0.0,22,23,23,23,24,24,25,25,25,25,25
RAG ITL avg,inter_token_latency_avg,53,0,22,22.41526835825845,21.192895925937425,25.691383280890264,661.0566037735849,0.1827381583718213,0.0,22,23,23,23,24,25,25,26,26,26,26
PLAIN ITL p95,inter_token_latency_p95,21,0,26,25.740595547527587,22.318371000437764,28.975041099965907,3005.0,0.07240568539260844,0.0,26,26,26,26,29,29,29,29,29,29,29
RAG ITL p95,inter_token_latency_p95,53,0,24,25.167238986051533,22.135321750738512,67.53983220005443,661.0566037735849,0.1827381583718213,0.0,24,26,26,26,27,28,31,68,68,68,68
PLAIN TPS,ms_per_output_token,21,0,31,32.58377171983233,14.551382180616914,84.17194215109306,3005.0,0.07240568539260844,0.0,31,36,41,42,48,60,84,84,84,84,84
RAG TPS,ms_per_output_token,53,0,250,271.7015552739088,105.43219082528618,563.70693864516,661.0566037735849,0.1827381583718213,0.0,250,310,340,350,410,450,470,560,560,560,560
RAG overhead,retrieval_overhead_vs_plain,53,0,65000,66895.61882560373,0,181469.66352200072,0.0,0.1827381583718213,0.0,65000,81000,96000,104000,114000,139000,150000,181000,181000,181000,181000
PLAIN TTFT,time_to_first_token,21,0,62000,69608.31908723802,13651.072590000695,119441.23840099928,0.0,0.07240568539260844,0.0,62000,93000,98000,99000,109000,110000,119000,119000,119000,119000,119000
RAG TTFT,time_to_first_token,53,0,157000,161450.21500405663,90864.69315200156,237388.54805200026,0.0,0.1827381583718213,0.0,157000,169000,186000,192000,211000,226000,237000,237000,237000,237000,237000
,Aggregated,497,0,5300,54591.30414923545,0,241430.12536100106,789.8672032193159,1.7136012209583997,0.0,5300,71000,108000,126000,161000,191000,213000,229000,241000,241000,241000
