Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,114,0,37000,38898.17991553511,9.571210999638424,279237.27930699894,0.0,0.39848512555865306,0.0,38000,49000,60000,62000,74000,83000,92000,102000,279000,279000,279000
NT PLAIN E2E,end_to_end_latency,25,0,10000,10260.03528779991,723.0887429996073,18207.854601998406,2561.6,0.0873870889383011,0.0,10000,13000,13000,15000,15000,15000,18000,18000,18000,18000,18000
NT RAG E2E,end_to_end_latency,89,0,47000,52999.88748191022,8211.762562999866,286536.81603100087,716.876404494382,0.31109803662035196,0.0,47000,61000,67000,69000,82000,91000,102000,287000,287000,287000,287000
NT PLAIN ITL avg,inter_token_latency_avg,25,0,17,17.332990574862723,15.829007808360508,18.779077178575566,2561.6,0.0873870889383011,0.0,17,18,18,18,18,18,19,19,19,19,19
NT RAG ITL avg,inter_token_latency_avg,89,0,17,17.212511122252003,16.036959402771135,20.20791910526417,716.876404494382,0.31109803662035196,0.0,17,17,18,18,18,18,19,20,20,20,20
NT PLAIN ITL p95,inter_token_latency_p95,25,0,20,19.44105078022403,16.403452551003284,20.651552700110187,2561.6,0.0873870889383011,0.0,20,20,20,20,20,21,21,21,21,21,21
NT RAG ITL p95,inter_token_latency_p95,89,0,20,18.848999843280428,16.47879274969455,23.035390751374507,716.876404494382,0.31109803662035196,0.0,20,20,20,20,21,21,22,23,23,23,23
NT PLAIN TPS,ms_per_output_token,25,0,4,3.998136592429507,3.339477950533169,4.923587184718067,2561.6,0.0873870889383011,0.0,4,4,4,4,5,5,5,5,5,5,5
NT RAG TPS,ms_per_output_token,89,0,65,87.23864596986814,8.570664400885494,452.7912314778751,716.876404494382,0.31109803662035196,0.0,65,86,100,130,170,220,260,450,450,450,450
NT RAG overhead,retrieval_overhead_vs_nt_plain,89,0,43000,49845.477868550646,6353.794557999208,279192.25092500163,0.0,0.31109803662035196,0.0,43000,59000,62000,65000,78000,85000,102000,279000,279000,279000,279000
NT PLAIN TTFT,time_to_first_token,25,0,63,65.75624267999956,52.33093800052302,99.25129099974583,0.0,0.0873870889383011,0.0,63,68,69,73,79,81,99,99,99,99,99
NT RAG TTFT,time_to_first_token,89,0,43000,49911.479043314765,6422.115568999288,279291.5022160014,0.0,0.31109803662035196,0.0,43000,59000,62000,65000,78000,85000,102000,279000,279000,279000,279000
,Aggregated,773,0,200,23673.854421856377,3.339477950533169,286536.81603100087,661.5368693402329,2.70200878997227,0.0,200,35000,41000,51000,65000,78000,91000,102000,287000,287000,287000
