Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,169,0,40000,37467.39374008863,9.084973000426544,142885.49214500017,0.0,0.5746732154598894,0.0,40000,50000,55000,68000,80000,95000,125000,130000,143000,143000,143000
NT PLAIN E2E,end_to_end_latency,55,0,11000,11053.391157727045,831.9936070001859,21091.325205999965,2401.6,0.18702382751653207,0.0,11000,15000,17000,17000,18000,19000,19000,21000,21000,21000,21000
NT RAG E2E,end_to_end_latency,114,0,54000,59108.670997078916,6885.382192000179,145527.2524409993,685.8157894736842,0.38764938794335735,0.0,54000,64000,74000,78000,92000,110000,128000,131000,146000,146000,146000
NT PLAIN ITL avg,inter_token_latency_avg,55,0,20,19.76634830580308,17.85266713839308,22.559363425004147,2401.6,0.18702382751653207,0.0,20,20,20,20,21,21,21,23,23,23,23
NT RAG ITL avg,inter_token_latency_avg,114,0,20,20.037176684999665,17.379393446602087,23.089480866664893,685.8157894736842,0.38764938794335735,0.0,20,20,21,21,22,22,23,23,23,23,23
NT PLAIN ITL p95,inter_token_latency_p95,55,0,23,23.069052729011176,18.713769399982993,38.28173044985303,2401.6,0.18702382751653207,0.0,23,23,23,23,24,26,27,38,38,38,38
NT RAG ITL p95,inter_token_latency_p95,114,0,23,23.101732075887764,17.978111100273964,78.94423260113403,685.8157894736842,0.38764938794335735,0.0,23,23,23,23,25,25,32,36,79,79,79
NT PLAIN TPS,ms_per_output_token,55,0,5,4.611776489378625,3.650626568848502,5.310336536119321,2401.6,0.18702382751653207,0.0,5,5,5,5,5,5,5,5,5,5,5
NT RAG TPS,ms_per_output_token,114,0,81,100.53803475055068,9.026040952922704,420.9671810610951,685.8157894736842,0.38764938794335735,0.0,82,97,110,120,150,300,340,370,420,420,420
NT RAG overhead,retrieval_overhead_vs_nt_plain,114,0,51000,55562.14225914941,5093.147387002318,142920.3009660014,0.0,0.38764938794335735,0.0,51000,60000,71000,75000,89000,104000,126000,130000,143000,143000,143000
NT PLAIN TTFT,time_to_first_token,55,0,76,86.96962574533906,58.87310600155615,156.1852849990828,0.0,0.18702382751653207,0.0,76,82,95,130,130,140,140,160,160,160,160
NT RAG TTFT,time_to_first_token,114,0,51000,55633.73145192108,5168.132456001331,142984.35076900024,0.0,0.38764938794335735,0.0,51000,60000,71000,75000,89000,104000,126000,130000,143000,143000,143000
,Aggregated,1128,0,96,23385.120787428303,3.650626568848502,145527.2524409993,745.6418439716313,3.835688680702694,0.0,96,34000,46000,52000,72000,84000,104000,126000,143000,146000,146000
