Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,41,0,27000,34401.53559163419,13.441056000374374,260175.58028700115,0.0,0.13894068600984802,0.0,27000,39000,42000,48000,72000,105000,260000,260000,260000,260000,260000
NT PLAIN E2E,end_to_end_latency,7,0,13000,11318.820231285697,1187.3169860009511,20196.64152199948,2828.5714285714284,0.023721580538266736,0.0,13000,15000,16000,16000,20000,20000,20000,20000,20000,20000,20000
NT RAG E2E,end_to_end_latency,16,0,36000,53708.38107268754,14058.406754000316,271540.05506700015,769.5,0.054220755516038256,0.0,38000,41000,50000,50000,106000,272000,272000,272000,272000,272000,272000
PLAIN E2E,end_to_end_latency,7,0,55000,54322.06799700049,14887.914543000079,87776.4149630002,2676.0,0.023721580538266736,0.0,55000,60000,80000,80000,88000,88000,88000,88000,88000,88000,88000
RAG E2E,end_to_end_latency,11,0,114000,120484.34117418184,68740.70597799982,176732.86912000005,684.0909090909091,0.0372767694172763,0.0,114000,128000,152000,152000,169000,177000,177000,177000,177000,177000,177000
NT PLAIN ITL avg,inter_token_latency_avg,7,0,14,16.15131676656443,11.616008204041712,21.67662140642512,2828.5714285714284,0.023721580538266736,0.0,14,20,22,22,22,22,22,22,22,22,22
NT RAG ITL avg,inter_token_latency_avg,16,0,14,15.236182248523921,11.33314486314224,21.992288047906055,769.5,0.054220755516038256,0.0,14,14,17,17,21,22,22,22,22,22,22
PLAIN ITL avg,inter_token_latency_avg,7,0,14,14.587481953022957,11.852821979215365,19.717921742670903,2676.0,0.023721580538266736,0.0,14,14,17,17,20,20,20,20,20,20,20
RAG ITL avg,inter_token_latency_avg,11,0,14,13.249157619599115,11.559750892313158,14.035665944701398,684.0909090909091,0.0372767694172763,0.0,14,14,14,14,14,14,14,14,14,14,14
NT PLAIN ITL p95,inter_token_latency_p95,7,0,14,18.155335221555497,12.407826599883265,25.26243425108987,2828.5714285714284,0.023721580538266736,0.0,14,23,25,25,25,25,25,25,25,25,25
NT RAG ITL p95,inter_token_latency_p95,16,0,14,16.131658425035766,12.289224498999829,24.25102470042475,769.5,0.054220755516038256,0.0,14,16,17,17,24,24,24,24,24,24,24
PLAIN ITL p95,inter_token_latency_p95,7,0,15,16.114957800099155,12.450561099740298,22.829416000604397,2676.0,0.023721580538266736,0.0,15,16,20,20,23,23,23,23,23,23,23
RAG ITL p95,inter_token_latency_p95,11,0,14,13.626681899710423,11.963749950155034,14.514498998323688,684.0909090909091,0.0372767694172763,0.0,14,14,14,14,14,15,15,15,15,15,15
NT PLAIN TPS,ms_per_output_token,7,0,4,3.986199747697667,2.9757317944885995,5.441228004185558,2828.5714285714284,0.023721580538266736,0.0,4,5,5,5,5,5,5,5,5,5,5
NT RAG TPS,ms_per_output_token,16,0,63,73.44915799466759,22.859197973984255,221.69930462421647,769.5,0.054220755516038256,0.0,67,76,82,82,130,220,220,220,220,220,220
PLAIN TPS,ms_per_output_token,7,0,22,26.745940459745878,9.434053068725184,52.22751129523908,2676.0,0.023721580538266736,0.0,22,36,39,39,52,52,52,52,52,52,52
RAG TPS,ms_per_output_token,11,0,170,188.21946473833904,107.91513069479873,334.7822235049535,684.0909090909091,0.0372767694172763,0.0,170,200,220,220,300,330,330,330,330,330,330
NT RAG overhead,retrieval_overhead_vs_nt_plain,16,0,33000,50846.84488799973,12142.875476001791,260158.95256699878,0.0,0.054220755516038256,0.0,36000,39000,48000,48000,105000,260000,260000,260000,260000,260000,260000
RAG overhead,retrieval_overhead_vs_plain,11,0,80000,68229.02127609035,10563.391501998922,101773.54764999835,0.0,0.0372767694172763,0.0,80000,91000,97000,97000,99000,102000,102000,102000,102000,102000,102000
NT PLAIN TTFT,time_to_first_token,7,0,59,262.83021885709394,51.01491000095848,1268.6569710003823,0.0,0.023721580538266736,0.0,59,83,270,270,1300,1300,1300,1300,1300,1300,1300
NT RAG TTFT,time_to_first_token,16,0,33000,50943.19489181248,12197.768409001583,260209.96747699974,0.0,0.054220755516038256,0.0,36000,39000,48000,48000,105000,260000,260000,260000,260000,260000,260000
PLAIN TTFT,time_to_first_token,7,0,44000,44328.82159028565,13795.71578499963,72025.56143899892,0.0,0.023721580538266736,0.0,44000,57000,71000,71000,72000,72000,72000,72000,72000,72000,72000
RAG TTFT,time_to_first_token,11,0,112000,118317.19852481793,67225.24109699953,172854.6782229987,0.0,0.0372767694172763,0.0,112000,125000,149000,149000,168000,173000,173000,173000,173000,173000,173000
,Aggregated,273,0,180,29494.92656715809,2.9757317944885995,271540.05506700015,855.2234432234433,0.9251416409924027,0.0,180,31000,39000,50000,102000,122000,173000,260000,272000,272000,272000
