Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,197,0,48000,49693.09423900001,9.874714000034146,180976.8872120003,0.0,0.6790646747285578,0.0,48000,66000,77000,84000,109000,131000,138000,169000,181000,181000,181000
NT PLAIN E2E,end_to_end_latency,53,0,14000,14923.377713754646,730.7828680004604,36599.39360499993,2500.943396226415,0.18269252670362213,0.0,14000,18000,21000,22000,24000,26000,28000,37000,37000,37000,37000
NT RAG E2E,end_to_end_latency,144,0,63000,72394.51349284721,8730.553088000306,183391.71143900056,710.2777777777778,0.4963721480249356,0.0,63000,82000,90000,100000,119000,136000,167000,173000,183000,183000,183000
NT PLAIN ITL avg,inter_token_latency_avg,53,0,24,24.122404941098015,21.342646999983117,26.053169256416506,2500.943396226415,0.18269252670362213,0.0,24,24,25,25,25,26,26,26,26,26,26
NT RAG ITL avg,inter_token_latency_avg,144,0,24,24.13837667232235,21.362902346167036,31.68332757999451,710.2777777777778,0.4963721480249356,0.0,24,24,25,25,26,27,27,27,32,32,32
NT PLAIN ITL p95,inter_token_latency_p95,53,0,27,27.634497093302617,22.44270700020934,38.44076714958658,2500.943396226415,0.18269252670362213,0.0,27,28,28,28,29,34,35,38,38,38,38
NT RAG ITL p95,inter_token_latency_p95,144,0,27,28.076046965644412,21.823811400463455,78.73429980018044,710.2777777777778,0.4963721480249356,0.0,27,27,28,28,30,34,66,72,79,79,79
NT PLAIN TPS,ms_per_output_token,53,0,6,6.02677637483082,4.7426493256306985,13.709486102512798,2500.943396226415,0.18269252670362213,0.0,6,6,6,6,7,8,12,14,14,14,14
NT RAG TPS,ms_per_output_token,144,0,87,125.20434863178048,10.10480681481517,548.7044687532896,710.2777777777778,0.4963721480249356,0.0,87,110,150,190,260,350,430,530,550,550,550
NT RAG overhead,retrieval_overhead_vs_nt_plain,144,0,59000,67717.27578548626,4223.616226001468,180993.10218400025,0.0,0.4963721480249356,0.0,60000,77000,87000,93000,118000,133000,165000,169000,181000,181000,181000
NT PLAIN TTFT,time_to_first_token,53,0,95,737.3417600754796,62.90047400034382,12928.572734999761,0.0,0.18269252670362213,0.0,95,99,100,120,150,8500,13000,13000,13000,13000,13000
NT RAG TTFT,time_to_first_token,144,0,59000,68082.97408841661,4350.780811000732,181079.64444699974,0.0,0.4963721480249356,0.0,60000,77000,87000,93000,118000,133000,166000,169000,181000,181000,181000
,Aggregated,1326,0,160,30639.67908006834,4.7426493256306985,183391.71143900056,708.3861236802413,4.570760196396282,0.0,170,44000,56000,67000,92000,113000,135000,141000,181000,183000,183000
