Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,375,0,4500,4472.235251359967,10.049890000118467,84210.03344400015,0.0,1.2752629037269076,0.0,4500,5200,5600,5900,6900,8000,9100,15000,84000,84000,84000
PLAIN E2E,end_to_end_latency,90,0,30000,30835.781057544442,2733.6170979997405,58274.61657200001,6096.4,0.3060630968944578,0.0,30000,38000,41000,44000,49000,54000,58000,58000,58000,58000,58000
RAG E2E,end_to_end_latency,285,0,16000,17670.077095933346,6314.515714999288,93321.43486200039,473.48070175438596,0.9691998068324498,0.0,16000,18000,20000,21000,23000,27000,38000,86000,93000,93000,93000
PLAIN ITL avg,inter_token_latency_avg,90,0,15,15.424047520776494,12.352110288237085,25.680786142791995,6096.4,0.3060630968944578,0.0,15,15,15,16,16,16,16,26,26,26,26
RAG ITL avg,inter_token_latency_avg,285,0,15,15.515329836789029,2.701892315790725,29.73087956001109,473.48070175438596,0.9691998068324498,0.0,15,16,16,16,17,17,21,27,30,30,30
PLAIN ITL p95,inter_token_latency_p95,90,0,23,23.872709275530415,16.864748350099035,51.9352239998625,6096.4,0.3060630968944578,0.0,23,24,25,26,29,36,50,52,52,52,52
RAG ITL p95,inter_token_latency_p95,285,0,20,23.785554290699636,3.12492220018612,60.01926980006828,473.48070175438596,0.9691998068324498,0.0,20,24,27,29,40,45,53,57,60,60,60
PLAIN TPS,ms_per_output_token,90,0,5,6.731226206579077,3.9111405306348823,116.82556354838697,6096.4,0.3060630968944578,0.0,5,5,6,6,8,10,12,120,120,120,120
RAG TPS,ms_per_output_token,285,0,37,46.722566028695006,11.749799583333317,326.0912038432836,473.48070175438596,0.9691998068324498,0.0,37,46,53,59,73,96,180,260,330,330,330
RAG overhead,retrieval_overhead_vs_plain,268,0,9600,10389.168473473826,0,83035.64064900001,0.0,0.9113878885301633,0.0,9700,12000,13000,14000,17000,21000,32000,67000,83000,83000,83000
PLAIN TTFT,time_to_first_token,90,0,4000,6422.596396433337,899.8898609997923,24175.0053249998,0.0,0.3060630968944578,0.0,4000,6900,8900,10000,16000,19000,21000,24000,24000,24000,24000
RAG TTFT,time_to_first_token,285,0,14000,15636.903079368432,6004.042742999445,91422.69188699994,0.0,0.9691998068324498,0.0,14000,16000,17000,18000,21000,24000,34000,85000,91000,91000,91000
,Aggregated,2518,0,1500,6884.74499314327,0,93321.43486200039,1085.9698173153297,8.56296531089161,0.0,1600,7700,12000,14000,18000,23000,37000,48000,87000,93000,93000
