Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,647,0,6000,5714.6622499660125,9.559933000673482,42516.582670999924,0.0,2.22792778309821,0.0,6000,6900,7400,7800,9200,12000,20000,22000,43000,43000,43000
NT PLAIN E2E,end_to_end_latency,80,0,20000,20894.832302512543,1696.8788180001866,64586.59631400042,4022.4,0.2754779329951419,0.0,20000,23000,28000,32000,41000,46000,50000,65000,65000,65000,65000
NT RAG E2E,end_to_end_latency,246,0,8900,9888.938590894322,4420.507469999393,59994.06385899965,424.6788617886179,0.8470946439600614,0.0,8900,10000,11000,11000,13000,15000,24000,28000,60000,60000,60000
PLAIN E2E,end_to_end_latency,74,0,40000,43224.81503779732,4703.949205999379,128765.41049099978,5854.756756756757,0.2548170880205063,0.0,40000,47000,55000,61000,68000,75000,79000,129000,129000,129000,129000
RAG E2E,end_to_end_latency,247,0,21000,22479.224317870474,8751.329701000031,48722.88456699971,474.91093117408906,0.8505381181225007,0.0,21000,24000,27000,28000,32000,35000,42000,43000,49000,49000,49000
NT PLAIN ITL avg,inter_token_latency_avg,80,0,20,20.60025159945089,13.942282894990832,41.03837817149143,4022.4,0.2754779329951419,0.0,20,20,20,21,22,24,34,41,41,41,41
NT RAG ITL avg,inter_token_latency_avg,246,0,20,20.61103532000979,4.154729833317106,79.06859472273027,424.6788617886179,0.8470946439600614,0.0,20,20,21,21,22,26,33,58,79,79,79
PLAIN ITL avg,inter_token_latency_avg,74,0,20,19.318762782168513,1.4650413490767697,29.26462886077802,5854.756756756757,0.2548170880205063,0.0,20,20,20,20,21,23,24,29,29,29,29
RAG ITL avg,inter_token_latency_avg,246,0,20,20.279022508023992,1.5996561935480713,123.42934780882415,474.0813008130081,0.8470946439600614,0.0,20,20,20,21,22,28,50,57,120,120,120
NT PLAIN ITL p95,inter_token_latency_p95,80,0,55,51.7713047843597,13.251719799882261,62.16464970002562,4022.4,0.2754779329951419,0.0,55,56,57,57,58,60,62,62,62,62,62
NT RAG ITL p95,inter_token_latency_p95,246,0,52,47.87191844735552,7.038359049693101,104.3627462497625,424.6788617886179,0.8470946439600614,0.0,52,55,58,58,61,62,66,71,100,100,100
PLAIN ITL p95,inter_token_latency_p95,74,0,55,49.1565637844864,2.7559289002056175,59.14670380025204,5854.756756756757,0.2548170880205063,0.0,55,56,56,56,56,58,58,59,59,59,59
RAG ITL p95,inter_token_latency_p95,246,0,49,44.652651599993234,2.4338795501080313,91.37810599918379,474.0813008130081,0.8470946439600614,0.0,49,55,56,57,60,61,64,65,91,91,91
NT PLAIN TPS,ms_per_output_token,80,0,5,5.290230551051367,3.1385681599317583,12.18749791351384,4022.4,0.2754779329951419,0.0,5,5,5,6,6,8,9,12,12,12,12
NT RAG TPS,ms_per_output_token,246,0,25,31.631753090729184,8.850591695550523,138.31167858065342,424.6788617886179,0.8470946439600614,0.0,25,33,39,42,56,77,100,130,140,140,140
PLAIN TPS,ms_per_output_token,74,0,7,9.670478614438466,3.779107839750879,127.11294224185566,5854.756756756757,0.2548170880205063,0.0,7,8,9,10,11,16,35,130,130,130,130
RAG TPS,ms_per_output_token,247,0,49,59.521205905399555,14.485837415680331,327.6835831098891,474.91093117408906,0.8505381181225007,0.0,49,61,70,76,110,130,150,210,330,330,330
NT RAG overhead,retrieval_overhead_vs_nt_plain,246,0,6600,7213.199691882142,2810.9908040005394,42531.10005199869,0.0,0.8470946439600614,0.0,6600,7300,7800,8200,9600,13000,20000,21000,43000,43000,43000
RAG overhead,retrieval_overhead_vs_plain,229,0,12000,12377.916738803513,0,38988.18888000005,0.0,0.7885555831985938,0.0,12000,16000,17000,18000,23000,26000,30000,37000,39000,39000,39000
NT PLAIN TTFT,time_to_first_token,80,0,89,204.87604378749893,54.75959999967017,2248.0042249999315,0.0,0.2754779329951419,0.0,89,120,140,160,600,900,1900,2200,2200,2200,2200
NT RAG TTFT,time_to_first_token,246,0,6900,7618.921305004068,3344.658324000193,42593.95864099952,0.0,0.8470946439600614,0.0,6900,7600,8100,8300,9800,13000,21000,24000,43000,43000,43000
PLAIN TTFT,time_to_first_token,74,0,9900,13569.50333506754,1353.225541000029,124785.96872900016,0.0,0.2548170880205063,0.0,10000,15000,16000,18000,26000,35000,47000,125000,125000,125000,125000
RAG TTFT,time_to_first_token,247,0,19000,19801.95132272876,7934.049450000202,45353.24264299925,0.0,0.8505381181225007,0.0,19000,21000,23000,24000,30000,33000,40000,41000,45000,45000,45000
,Aggregated,4355,0,400,6662.414594293115,0,128765.41049099978,896.8803673938003,14.996329977423038,0.0,400,7000,9000,11000,20000,26000,36000,43000,75000,129000,129000
