Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,302,0,3800,3354.3040094371104,10.072183000374935,12648.50009499969,0.0,1.0472508315113582,0.0,3800,4400,4800,5000,5800,6300,6800,7400,13000,13000,13000
PLAIN E2E,end_to_end_latency,73,0,26000,25478.531199493216,3268.8748020000276,49706.02807600062,5960.2054794520545,0.2531434129149972,0.0,26000,30000,34000,35000,43000,46000,47000,50000,50000,50000,50000
RAG E2E,end_to_end_latency,229,0,13000,14095.857813960747,4311.98369699996,29967.79408400016,448.90393013100436,0.7941074185963611,0.0,13000,16000,16000,17000,20000,23000,25000,28000,30000,30000,30000
PLAIN ITL avg,inter_token_latency_avg,73,0,13,12.91969789020115,12.237045967213868,13.932742208955677,5960.2054794520545,0.2531434129149972,0.0,13,13,13,13,13,14,14,14,14,14,14
RAG ITL avg,inter_token_latency_avg,229,0,13,12.854317737537968,8.858367358966344,17.179306000004953,448.90393013100436,0.7941074185963611,0.0,13,13,14,14,14,14,15,16,17,17,17
PLAIN ITL p95,inter_token_latency_p95,73,0,16,16.6623208431602,13.44054600031086,48.248726400197484,5960.2054794520545,0.2531434129149972,0.0,16,16,16,16,18,19,45,48,48,48,48
RAG ITL p95,inter_token_latency_p95,229,0,15,17.30322952226588,10.92102030024762,52.34475640063466,448.90393013100436,0.7941074185963611,0.0,15,17,18,19,25,32,43,45,52,52,52
PLAIN TPS,ms_per_output_token,73,0,4,4.811603333594724,3.3008440045764056,18.200427343081103,5960.2054794520545,0.2531434129149972,0.0,4,5,5,5,7,7,13,18,18,18,18
RAG TPS,ms_per_output_token,229,0,33,37.52803823361213,12.29366620914204,107.48655483892422,448.90393013100436,0.7941074185963611,0.0,33,40,46,50,62,77,91,95,110,110,110
RAG overhead,retrieval_overhead_vs_plain,225,0,7700,7460.780771484384,0,24374.013451000792,0.0,0.7802365466558133,0.0,7700,9500,11000,12000,14000,16000,20000,22000,24000,24000,24000
PLAIN TTFT,time_to_first_token,73,0,3600,5331.723171671289,743.4771630005343,32820.19906700043,0.0,0.2531434129149972,0.0,3600,5600,7100,8200,12000,15000,28000,33000,33000,33000,33000
RAG TTFT,time_to_first_token,229,0,12000,12486.254941947642,3922.2186790002525,26544.634240999585,0.0,0.7941074185963611,0.0,12000,14000,14000,15000,18000,21000,24000,25000,27000,27000,27000
,Aggregated,2037,0,830,5422.7484575949475,0,49706.02807600062,1056.2474226804125,7.063741535723963,0.0,830,6300,9800,12000,15000,19000,26000,33000,46000,50000,50000
