Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,363,0,3000,2851.9834687024763,9.614229000362684,83929.58245899991,0.0,1.2332574677000816,0.0,3000,3400,3800,3900,4300,5100,5500,6300,84000,84000,84000
NT PLAIN E2E,end_to_end_latency,89,0,9200,9664.799681741573,684.3459379997512,33326.219974000196,4009.9775280898875,0.30236891081351863,0.0,9200,11000,12000,14000,19000,21000,23000,33000,33000,33000,33000
NT RAG E2E,end_to_end_latency,274,0,4400,4928.147161047436,2309.664481999789,85208.84757800013,445.04744525547443,0.9308885568865629,0.0,4400,4900,5300,5600,6500,7200,8500,9500,85000,85000,85000
NT PLAIN ITL avg,inter_token_latency_avg,89,0,9,9.384752094874315,8.144023576919725,11.399448886884814,4009.9775280898875,0.30236891081351863,0.0,9,10,10,10,10,10,11,11,11,11,11
NT RAG ITL avg,inter_token_latency_avg,274,0,9,9.252587445492482,5.794373593025105,14.378610573643979,445.04744525547443,0.9308885568865629,0.0,9,10,10,10,10,11,11,12,14,14,14
NT PLAIN ITL p95,inter_token_latency_p95,89,0,11,11.632479011237855,8.47750900011306,23.121285649790487,4009.9775280898875,0.30236891081351863,0.0,11,12,12,12,14,16,22,23,23,23,23
NT RAG ITL p95,inter_token_latency_p95,274,0,10,11.07167334088101,6.45548549994146,29.831786650038296,445.04744525547443,0.9308885568865629,0.0,10,11,11,12,15,19,22,24,30,30,30
NT PLAIN TPS,ms_per_output_token,89,0,2,2.370281862931801,1.73014377909467,3.3642011246157617,4009.9775280898875,0.30236891081351863,0.0,2,2,2,3,3,3,3,3,3,3,3
NT RAG TPS,ms_per_output_token,274,0,12,17.372797622459945,3.0778104357401777,206.60317661538733,445.04744525547443,0.9308885568865629,0.0,12,15,18,20,30,43,86,130,210,210,210
NT RAG overhead,retrieval_overhead_vs_nt_plain,266,0,3300,3789.809444872224,1848.669432999941,83935.44419099999,0.0,0.9037093289482692,0.0,3300,3700,3900,4200,4600,5400,6200,7500,84000,84000,84000
NT PLAIN TTFT,time_to_first_token,89,0,45,57.714909190993886,34.303513999930146,821.2861120000525,0.0,0.30236891081351863,0.0,45,49,51,52,70,84,130,820,820,820,820
NT RAG TTFT,time_to_first_token,274,0,3400,3840.7900032007424,1885.4099850000239,83985.0743080001,0.0,0.9308885568865629,0.0,3400,3800,4000,4300,4700,5400,6200,7500,84000,84000,84000
,Aggregated,2444,0,48,2178.2988444068264,1.73014377909467,85208.84757800013,783.684124386252,8.303254135148759,0.0,48,3100,3600,3900,4800,5900,9500,13000,84000,85000,85000
