Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,500,0,5600,5071.01075335597,9.52502300060587,82799.325469,0.0,1.723154134405748,0.0,5600,6400,7000,7300,8400,9200,11000,13000,83000,83000,83000
PLAIN E2E,end_to_end_latency,122,0,40000,38649.87191340981,3287.6118180001868,74102.16078099984,5703.204918032787,0.42044960879500254,0.0,40000,47000,50000,52000,61000,68000,74000,74000,74000,74000,74000
RAG E2E,end_to_end_latency,378,0,20000,21395.330215806895,7807.905215999199,112958.82970799995,468.1587301587302,1.3027045256107455,0.0,20000,23000,24000,25000,29000,34000,38000,51000,113000,113000,113000
PLAIN ITL avg,inter_token_latency_avg,122,0,19,19.35825288317666,17.64234778308103,20.937956659339022,5703.204918032787,0.42044960879500254,0.0,19,20,20,20,20,20,20,20,21,21,21
RAG ITL avg,inter_token_latency_avg,378,0,19,19.405792727930372,8.22662077998757,28.958639153853046,468.1587301587302,1.3027045256107455,0.0,19,20,20,20,21,22,24,27,29,29,29
PLAIN ITL p95,inter_token_latency_p95,122,0,44,44.974872194233825,24.26480020030794,63.013469249744944,5703.204918032787,0.42044960879500254,0.0,45,46,48,48,52,53,56,61,63,63,63
RAG ITL p95,inter_token_latency_p95,378,0,41,40.26972147748676,16.573825900195516,75.45124429966553,468.1587301587302,1.3027045256107455,0.0,41,45,49,51,56,58,61,65,75,75,75
PLAIN TPS,ms_per_output_token,122,0,7,8.455634381424986,4.9201848690077075,77.23019840517705,5703.204918032787,0.42044960879500254,0.0,7,8,8,9,10,15,23,62,77,77,77
RAG TPS,ms_per_output_token,378,0,48,58.246610039955314,13.787205679928096,1227.8133663913038,468.1587301587302,1.3027045256107455,0.0,48,58,67,74,93,110,150,200,1200,1200,1200
RAG overhead,retrieval_overhead_vs_plain,376,0,10000,11175.459713835126,0,104039.29516199969,0.0,1.2958119090731226,0.0,11000,14000,15000,16000,20000,24000,28000,32000,104000,104000,104000
PLAIN TTFT,time_to_first_token,122,0,7300,9570.920253737691,1133.9774779999061,45577.072477,0.0,0.42044960879500254,0.0,7400,11000,14000,15000,20000,25000,29000,43000,46000,46000,46000
RAG TTFT,time_to_first_token,378,0,17000,18837.21444874338,6926.864914999896,112339.18976399946,0.0,1.3027045256107455,0.0,17000,20000,22000,23000,26000,29000,35000,45000,112000,112000,112000
,Aggregated,3376,0,2000,8258.818586579006,0,112958.82970799995,1034.0699052132702,11.63473671550761,0.0,2000,9300,15000,17000,23000,28000,42000,52000,104000,113000,113000
