Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,757,0,4800,4328.130911939243,9.012478999466111,52874.199137000236,0.0,2.5749140038681873,0.0,4800,5600,6000,6300,7100,8000,9200,11000,53000,53000,53000
NT PLAIN E2E,end_to_end_latency,177,0,13000,16058.84653898872,469.1061539997463,57902.592611999804,3949.0225988700563,0.6020604738238694,0.0,13000,18000,21000,24000,33000,39000,43000,51000,58000,58000,58000
NT RAG E2E,end_to_end_latency,580,0,7300,7573.7906787672355,3588.7987950000024,53640.423544999976,454.4155172413793,1.9728535300443177,0.0,7300,8000,8600,8800,9900,11000,12000,13000,54000,54000,54000
NT PLAIN ITL avg,inter_token_latency_avg,177,0,16,15.962413812115878,13.124614252336588,19.0187131481623,3949.0225988700563,0.6020604738238694,0.0,16,16,16,16,16,17,17,18,19,19,19
NT RAG ITL avg,inter_token_latency_avg,580,0,16,15.956268844103114,2.3176545000751503,33.88507571428688,454.4155172413793,1.9728535300443177,0.0,16,16,16,17,17,19,21,25,34,34,34
NT PLAIN ITL p95,inter_token_latency_p95,177,0,47,46.24696893870145,27.153065650008983,66.99615009988518,3949.0225988700563,0.6020604738238694,0.0,47,49,51,52,53,54,55,59,67,67,67
NT RAG ITL p95,inter_token_latency_p95,580,0,40,39.11422529397265,2.37550424994879,67.24390080007652,454.4155172413793,1.9728535300443177,0.0,40,47,50,52,54,55,56,59,67,67,67
NT PLAIN TPS,ms_per_output_token,177,0,4,4.007908799605291,3.118668358038171,5.375860690721698,3949.0225988700563,0.6020604738238694,0.0,4,4,4,4,4,5,5,5,5,5,5
NT RAG TPS,ms_per_output_token,580,0,19,27.65010630850094,5.600377170339077,1755.5659156666177,454.4155172413793,1.9728535300443177,0.0,19,24,28,30,40,53,85,160,1800,1800,1800
NT RAG overhead,retrieval_overhead_vs_nt_plain,580,0,5300,5617.238393680991,2880.983262999507,52826.19341000008,0.0,1.9728535300443177,0.0,5300,5900,6400,6600,7300,8200,9500,11000,53000,53000,53000
NT PLAIN TTFT,time_to_first_token,177,0,69,105.97887312431565,32.905945000493375,839.7309080000923,0.0,0.6020604738238694,0.0,69,87,99,110,150,310,700,810,840,840,840
NT RAG TTFT,time_to_first_token,580,0,5400,5717.807345815518,2933.158191000075,52936.935098000045,0.0,1.9728535300443177,0.0,5400,6000,6500,6700,7400,8300,9700,11000,53000,53000,53000
,Aggregated,5122,0,99,3351.111427125809,2.3176545000751503,57902.592611999804,751.6891839125342,17.422337553253442,0.0,99,5000,5800,6300,7700,9200,13000,21000,51000,58000,58000
