Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,1232,0,9800,9039.744011429386,8.723969000129728,75117.22897099935,0.0,4.249322321501659,0.0,9800,11000,12000,12000,14000,17000,35000,40000,52000,75000,75000
NT PLAIN E2E,end_to_end_latency,296,0,26000,30633.777205594626,3175.1588870001797,95861.46239000026,4213.0675675675675,1.0209410772439051,0.0,27000,33000,38000,46000,58000,69000,83000,95000,96000,96000,96000
NT RAG E2E,end_to_end_latency,936,0,16000,17788.804215214714,6105.291703999683,83810.64449699988,435.5897435897436,3.228381244257754,0.0,16000,17000,18000,19000,23000,41000,44000,46000,84000,84000,84000
NT PLAIN ITL avg,inter_token_latency_avg,296,0,25,26.548687144112503,7.431772813836247,72.49802269275821,4213.0675675675675,1.0209410772439051,0.0,25,26,26,26,27,35,55,58,72,72,72
NT RAG ITL avg,inter_token_latency_avg,936,0,25,28.933603142018317,6.454521093758103,1701.355264117624,435.5897435897436,3.228381244257754,0.0,25,26,27,28,31,35,49,150,1700,1700,1700
NT PLAIN ITL p95,inter_token_latency_p95,296,0,66,64.865346941206,12.276650049852835,90.25297430011965,4213.0675675675675,1.0209410772439051,0.0,66,67,69,72,74,76,78,83,90,90,90
NT RAG ITL p95,inter_token_latency_p95,936,0,64,70.61703289316092,11.584869199759853,5760.057670600307,435.5897435897436,3.228381244257754,0.0,65,68,71,74,82,87,95,110,5800,5800,5800
NT PLAIN TPS,ms_per_output_token,296,0,7,7.490751620012102,3.8617584067635904,19.060737364305332,4213.0675675675675,1.0209410772439051,0.0,7,7,8,8,9,11,14,16,19,19,19
NT RAG TPS,ms_per_output_token,936,0,45,60.06162781929648,12.037057834649367,650.5216702380927,435.5897435897436,3.228381244257754,0.0,45,58,70,78,110,150,220,290,650,650,650
NT RAG overhead,retrieval_overhead_vs_nt_plain,936,0,11000,12586.476591369623,0,75458.43124600014,0.0,3.228381244257754,0.0,11000,12000,13000,13000,16000,30000,39000,40000,75000,75000,75000
NT PLAIN TTFT,time_to_first_token,296,0,2400,2335.5934296149194,109.18269099965983,30766.40257300005,0.0,1.0209410772439051,0.0,2400,2700,2900,3000,3300,3900,4400,4600,31000,31000,31000
NT RAG TTFT,time_to_first_token,936,0,13000,14600.473801057678,4010.4054630000974,76918.2833929999,0.0,3.228381244257754,0.0,13000,14000,15000,16000,18000,33000,41000,42000,77000,77000,77000
,Aggregated,8328,0,2600,7585.480011814672,0,95861.46239000026,794.8030739673391,28.724315173267712,0.0,2600,11000,13000,14000,17000,23000,40000,45000,80000,96000,96000
