Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,45,0,25000,20599.519475968555,38.05830399505794,63173.839972005226,0.0,0.15613090922937525,0.0,25000,29000,35000,41000,48000,54000,63000,63000,63000,63000,63000
PLAIN E2E,end_to_end_latency,19,0,34000,73697.69584652846,16971.253457013518,195402.10483397823,1728.0,0.06592193945240288,0.0,34000,108000,127000,133000,173000,195000,195000,195000,195000,195000,195000
RAG E2E,end_to_end_latency,26,0,92000,100341.27712769147,40090.60398302972,245914.00881297886,274.5769230769231,0.09020896977697236,0.0,92000,113000,119000,121000,134000,143000,246000,246000,246000,246000,246000
PLAIN ITL avg,inter_token_latency_avg,19,0,120,119.53372248656967,103.65421176932098,140.3056707597778,1728.0,0.06592193945240288,0.0,120,120,130,130,140,140,140,140,140,140,140
RAG ITL avg,inter_token_latency_avg,26,0,110,110.18634228056531,100.15132273547351,141.17469026486538,274.5769230769231,0.09020896977697236,0.0,110,110,110,120,120,130,140,140,140,140,140
PLAIN ITL p95,inter_token_latency_p95,19,0,200,195.71015111991744,124.78537120623504,247.39934438257464,1728.0,0.06592193945240288,0.0,200,210,220,230,240,250,250,250,250,250,250
RAG ITL p95,inter_token_latency_p95,26,0,130,150.6413774905153,105.8479818108026,255.39686586125745,274.5769230769231,0.09020896977697236,0.0,130,180,180,180,200,210,260,260,260,260,260
PLAIN TPS,ms_per_output_token,19,0,59,62.864173783167054,33.60311347101947,136.93893920469532,1728.0,0.06592193945240288,0.0,59,67,71,80,140,140,140,140,140,140,140
RAG TPS,ms_per_output_token,26,0,550,554.8449825400847,119.55045784786884,1213.69963680904,274.5769230769231,0.09020896977697236,0.0,550,690,770,820,1000,1100,1200,1200,1200,1200,1200
RAG overhead,retrieval_overhead_vs_plain,26,0,59000,71284.98814829464,21161.974157905206,213565.92717394233,0.0,0.09020896977697236,0.0,59000,82000,93000,95000,113000,118000,214000,214000,214000,214000,214000
PLAIN TTFT,time_to_first_token,19,0,16000,22921.978307177167,10624.515686999075,87544.92852208205,0.0,0.06592193945240288,0.0,16000,20000,26000,26000,45000,88000,88000,88000,88000,88000,88000
RAG TTFT,time_to_first_token,26,0,78000,92525.59415675484,37065.578002948314,239139.95720201638,0.0,0.09020896977697236,0.0,85000,102000,109000,109000,127000,134000,239000,239000,239000,239000,239000
,Aggregated,296,0,770,32632.067816725466,33.60311347101947,245914.00881297886,540.1486486486486,1.026994425153224,0.0,820,33000,59000,73000,102000,122000,147000,214000,246000,246000,246000
