Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,85,0,37000,42264.68297061784,38.56483893468976,165438.24707192834,0.0,0.2988463181230811,0.0,37000,53000,62000,68000,88000,95000,144000,165000,165000,165000,165000
NT PLAIN E2E,end_to_end_latency,17,0,28000,35700.703541282564,5805.95136701595,74182.01150698587,1044.5882352941176,0.05976926362461622,0.0,28000,39000,54000,56000,62000,74000,74000,74000,74000,74000,74000
NT RAG E2E,end_to_end_latency,68,0,58000,65375.46563030885,26035.46732501127,179634.6592110349,342.1617647058824,0.2390770544984649,0.0,58000,73000,90000,91000,100000,108000,158000,180000,180000,180000,180000
NT PLAIN ITL avg,inter_token_latency_avg,17,0,130,126.93906265160491,107.580177980114,142.59804632425545,1044.5882352941176,0.05976926362461622,0.0,130,130,130,130,140,140,140,140,140,140,140
NT RAG ITL avg,inter_token_latency_avg,68,0,130,152.34704434680526,81.46307284488134,611.6916969268849,342.1617647058824,0.2390770544984649,0.0,130,140,140,150,200,370,570,610,610,610,610
NT PLAIN ITL p95,inter_token_latency_p95,17,0,260,259.4004667792058,147.15086121577767,336.58371277851984,1044.5882352941176,0.05976926362461622,0.0,260,280,280,290,310,340,340,340,340,340,340
NT RAG ITL p95,inter_token_latency_p95,68,0,220,269.36129631024363,102.77931747841649,1038.724091404582,342.1617647058824,0.2390770544984649,0.0,220,260,290,300,410,590,870,1000,1000,1000,1000
NT PLAIN TPS,ms_per_output_token,17,0,32,34.979849564415865,25.690050296530753,77.58326719296306,1044.5882352941176,0.05976926362461622,0.0,32,33,36,37,39,78,78,78,78,78,78
NT RAG TPS,ms_per_output_token,68,0,220,401.87793397587023,44.724795517139476,4763.16020230297,342.1617647058824,0.2390770544984649,0.0,230,330,420,480,660,920,3600,4800,4800,4800,4800
NT RAG overhead,retrieval_overhead_vs_nt_plain,68,0,38000,43623.18379262818,3594.3226718809456,165975.66879703663,0.0,0.2390770544984649,0.0,38000,46000,54000,57000,65000,79000,144000,166000,166000,166000,166000
NT PLAIN TTFT,time_to_first_token,17,0,500,2426.454720107893,329.806293011643,32903.72152708005,0.0,0.05976926362461622,0.0,500,620,630,650,850,33000,33000,33000,33000,33000,33000
NT RAG TTFT,time_to_first_token,68,0,48000,53639.08311504501,20951.812331099063,166402.67241199035,0.0,0.2390770544984649,0.0,48000,59000,69000,72000,92000,97000,145000,166000,166000,166000,166000
,Aggregated,578,0,4800,26579.916698351026,25.690050296530753,179634.6592110349,283.9100346020761,2.0321549632369518,0.0,5800,36000,46000,53000,72000,91000,102000,145000,180000,180000,180000
