Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,68,0,35000,32306.956646826995,43.96901908330619,189747.38084396813,0.0,0.23491272323342027,0.0,36000,44000,48000,51000,63000,68000,71000,190000,190000,190000,190000
PLAIN E2E,end_to_end_latency,22,0,30000,78142.251676139,13070.015219971538,216448.92156904098,1655.6818181818182,0.07600117516375363,0.0,35000,74000,157000,171000,200000,212000,216000,216000,216000,216000,216000
RAG E2E,end_to_end_latency,46,0,96000,112485.40140733468,45910.50661308691,234062.081937911,298.60869565217394,0.15891154806966667,0.0,100000,127000,134000,148000,197000,200000,234000,234000,234000,234000,234000
PLAIN ITL avg,inter_token_latency_avg,22,0,140,141.88545250120382,115.4045145254043,163.44592151598948,1655.6818181818182,0.07600117516375363,0.0,140,140,150,150,160,160,160,160,160,160,160
RAG ITL avg,inter_token_latency_avg,46,0,130,136.5640673761786,111.66133474762319,210.60916513164082,298.60869565217394,0.15891154806966667,0.0,130,140,150,150,160,160,210,210,210,210,210
PLAIN ITL p95,inter_token_latency_p95,22,0,240,236.57491328115364,143.0782104784157,351.72454155981546,1655.6818181818182,0.07600117516375363,0.0,240,250,250,260,280,290,350,350,350,350,350
RAG ITL p95,inter_token_latency_p95,46,0,210,226.2457724373393,115.83952941000462,396.5156282472889,298.60869565217394,0.15891154806966667,0.0,210,230,250,270,350,380,400,400,400,400,400
PLAIN TPS,ms_per_output_token,22,0,70,71.78030145673988,36.63149270597126,130.0295231073895,1655.6818181818182,0.07600117516375363,0.0,71,83,86,98,110,120,130,130,130,130,130
RAG TPS,ms_per_output_token,46,0,430,602.9214914292634,131.91321149633416,2782.705798448147,298.60869565217394,0.15891154806966667,0.0,460,690,850,890,1200,1300,2800,2800,2800,2800,2800
RAG overhead,retrieval_overhead_vs_plain,46,0,73000,81277.33867446406,0,211715.7261039829,0.0,0.15891154806966667,0.0,73000,84000,101000,107000,141000,160000,212000,212000,212000,212000,212000
PLAIN TTFT,time_to_first_token,22,0,14000,20461.903760230845,7808.3313959650695,91530.17867100425,0.0,0.07600117516375363,0.0,15000,19000,23000,23000,34000,44000,92000,92000,92000,92000,92000
RAG TTFT,time_to_first_token,46,0,90000,101789.39418210243,39413.7932540616,225373.0899579823,0.0,0.15891154806966667,0.0,91000,101000,123000,127000,163000,183000,225000,225000,225000,225000,225000
,Aggregated,454,0,2800,39682.580580705406,0,234062.081937911,441.94713656387665,1.5683878874701884,0.0,7800,48000,70000,81000,118000,157000,199000,212000,234000,234000,234000
