Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,103,0,52000,46426.74353728365,46.886899042874575,121138.99746502284,0.0,0.35591902996005237,0.0,52000,61000,68000,72000,88000,92000,100000,107000,121000,121000,121000
NT PLAIN E2E,end_to_end_latency,16,0,47000,70533.05594810809,8665.694933966734,180178.4755709814,1353.3125,0.05528839300350328,0.0,48000,77000,122000,122000,155000,180000,180000,180000,180000,180000,180000
NT RAG E2E,end_to_end_latency,45,0,81000,81032.78713057128,39399.703555041924,125244.59055892657,392.1777777777778,0.155498605322353,0.0,81000,95000,99000,102000,112000,116000,125000,125000,125000,125000,125000
PLAIN E2E,end_to_end_latency,8,0,39000,72538.30578600173,26414.492764044553,198484.1099550249,871.625,0.02764419650175164,0.0,64000,84000,94000,94000,198000,198000,198000,198000,198000,198000,198000
RAG E2E,end_to_end_latency,34,0,129000,138569.14119328276,54902.41656196304,240373.73016495258,328.29411764705884,0.11748783513244447,0.0,134000,160000,171000,174000,206000,236000,240000,240000,240000,240000,240000
NT PLAIN ITL avg,inter_token_latency_avg,16,0,200,197.00565047877632,180.8245199770385,216.45291772261825,1353.3125,0.05528839300350328,0.0,200,210,210,210,220,220,220,220,220,220,220
NT RAG ITL avg,inter_token_latency_avg,45,0,190,194.50285328429823,143.55299783508397,241.85428553557193,392.1777777777778,0.155498605322353,0.0,190,200,210,220,230,240,240,240,240,240,240
PLAIN ITL avg,inter_token_latency_avg,8,0,190,199.45469500642793,145.19058565100178,239.28010992849954,871.625,0.02764419650175164,0.0,200,220,230,230,240,240,240,240,240,240,240
RAG ITL avg,inter_token_latency_avg,34,0,180,188.76526680619082,142.86047440890053,271.46637109511244,328.29411764705884,0.11748783513244447,0.0,190,190,200,210,220,220,270,270,270,270,270
NT PLAIN ITL p95,inter_token_latency_p95,16,0,360,376.08502233088075,303.0408149352297,449.1498412797226,1353.3125,0.05528839300350328,0.0,390,400,430,430,440,450,450,450,450,450,450
NT RAG ITL p95,inter_token_latency_p95,45,0,340,361.52150241619285,160.2841483254451,538.4306977503004,392.1777777777778,0.155498605322353,0.0,340,370,390,460,490,530,540,540,540,540,540
PLAIN ITL p95,inter_token_latency_p95,8,0,360,365.361571174435,177.06517354818058,519.9152367131319,871.625,0.02764419650175164,0.0,390,410,440,440,520,520,520,520,520,520,520
RAG ITL p95,inter_token_latency_p95,34,0,320,339.58526756443246,222.87800896447152,521.4325699897017,328.29411764705884,0.11748783513244447,0.0,330,350,370,410,430,480,520,520,520,520,520
NT PLAIN TPS,ms_per_output_token,16,0,50,49.28499588954964,38.34856543698479,60.72749429423033,1353.3125,0.05528839300350328,0.0,51,51,53,53,58,61,61,61,61,61,61
NT RAG TPS,ms_per_output_token,45,0,230,419.36005749125763,91.67843310001598,3989.1807850038344,392.1777777777778,0.155498605322353,0.0,230,320,450,530,830,990,4000,4000,4000,4000,4000
PLAIN TPS,ms_per_output_token,8,0,120,116.99610984909677,54.69388535547669,176.63750526257556,871.625,0.02764419650175164,0.0,130,140,160,160,180,180,180,180,180,180,180
RAG TPS,ms_per_output_token,34,0,400,620.9389304495792,133.79491264814837,2431.094053741121,328.29411764705884,0.11748783513244447,0.0,510,680,960,1000,1100,1300,2400,2400,2400,2400,2400
NT RAG overhead,retrieval_overhead_vs_nt_plain,45,0,62000,60874.95562260867,23342.688347096555,99634.97418700717,0.0,0.155498605322353,0.0,62000,68000,77000,87000,91000,94000,100000,100000,100000,100000,100000
RAG overhead,retrieval_overhead_vs_plain,34,0,97000,99083.72579123962,22752.411231049336,201344.74863787182,0.0,0.11748783513244447,0.0,99000,116000,133000,141000,156000,200000,201000,201000,201000,201000,201000
NT PLAIN TTFT,time_to_first_token,16,0,770,954.36942037486,416.4125469978899,3664.587303996086,0.0,0.05528839300350328,0.0,780,810,980,980,1500,3700,3700,3700,3700,3700,3700
NT RAG TTFT,time_to_first_token,45,0,62000,62044.44584243465,24304.903879063204,100428.16321202554,0.0,0.155498605322353,0.0,62000,69000,79000,88000,91000,95000,100000,100000,100000,100000,100000
PLAIN TTFT,time_to_first_token,8,0,24000,29223.04336639354,15181.545877014287,59751.963573973626,0.0,0.02764419650175164,0.0,28000,30000,34000,34000,60000,60000,60000,60000,60000,60000,60000
RAG TTFT,time_to_first_token,34,0,113000,123887.98661018132,50908.04629505146,221367.36425291747,0.0,0.11748783513244447,0.0,114000,140000,154000,160000,175000,220000,221000,221000,221000,221000,221000
,Aggregated,697,0,4000,40614.723590505855,38.34856543698479,240373.73016495258,329.6183644189383,2.408500620215112,0.0,4000,57000,71000,83000,107000,145000,175000,201000,240000,240000,240000
