Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,161,0,49000,45948.751349780156,43.32208796404302,136386.44905295223,0.0,0.5611803583908118,0.0,49000,61000,65000,67000,85000,96000,112000,133000,136000,136000,136000
NT PLAIN E2E,end_to_end_latency,39,0,40000,50055.82685689203,14699.179140035994,177829.13646800444,953.6666666666666,0.13593809923752587,0.0,40000,48000,53000,66000,110000,126000,178000,178000,178000,178000,178000
NT RAG E2E,end_to_end_latency,122,0,74000,80596.16797832488,35231.18774604518,166134.28344891872,364.6475409836066,0.425242259153286,0.0,75000,83000,95000,102000,119000,126000,151000,160000,166000,166000,166000
NT PLAIN ITL avg,inter_token_latency_avg,39,0,210,211.10742438108355,184.70749043267404,233.84137435641605,953.6666666666666,0.13593809923752587,0.0,210,220,220,220,230,230,230,230,230,230,230
NT RAG ITL avg,inter_token_latency_avg,122,0,210,213.03497491148505,157.96411638353567,276.9881206152674,364.6475409836066,0.425242259153286,0.0,210,220,230,230,250,260,270,270,280,280,280
NT PLAIN ITL p95,inter_token_latency_p95,39,0,440,442.41792638815986,356.875804514857,540.8819949952886,953.6666666666666,0.13593809923752587,0.0,440,450,460,470,490,530,540,540,540,540,540
NT RAG ITL p95,inter_token_latency_p95,122,0,420,423.2674782599998,239.89759394316934,715.5214183731007,364.6475409836066,0.425242259153286,0.0,420,460,470,480,520,550,590,610,720,720,720
NT PLAIN TPS,ms_per_output_token,39,0,53,52.259705198250266,37.02979209191115,66.06400028421754,953.6666666666666,0.13593809923752587,0.0,53,55,56,57,59,64,66,66,66,66,66
NT RAG TPS,ms_per_output_token,122,0,270,396.4157419529588,83.94860204594175,3833.7163626968572,364.6475409836066,0.425242259153286,0.0,280,370,480,630,800,980,1200,1500,3800,3800,3800
NT RAG overhead,retrieval_overhead_vs_nt_plain,122,0,56000,60600.341612769895,29386.188628035598,136328.50485586096,0.0,0.425242259153286,0.0,57000,64000,69000,72000,88000,103000,128000,133000,136000,136000,136000
NT PLAIN TTFT,time_to_first_token,39,0,810,944.9462526394293,439.55262599047273,1798.157803947106,0.0,0.13593809923752587,0.0,810,1100,1300,1400,1500,1600,1800,1800,1800,1800,1800
NT RAG TTFT,time_to_first_token,122,0,56000,61394.90392809394,30063.81090800278,137139.1597519396,0.0,0.425242259153286,0.0,58000,65000,69000,73000,89000,103000,129000,134000,137000,137000,137000
,Aggregated,1088,0,1000,31485.70662216479,37.02979209191115,177829.13646800444,300.29411764705884,3.7923244094981574,0.0,1100,49000,60000,64000,82000,99000,122000,134000,166000,178000,178000
