Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,5,0,34000,37762.71440782584,21368.301377049647,52208.71942304075,0.0,0.08583254759815721,0.0,34000,52000,52000,52000,52000,52000,52000,52000,52000,52000,52000
NT RAG E2E,end_to_end_latency,5,0,36000,40604.003670602106,25394.16629006155,55248.79164795857,562.8,0.08583254759815721,0.0,36000,53000,53000,55000,55000,55000,55000,55000,55000,55000,55000
NT RAG ITL avg,inter_token_latency_avg,5,0,22,21.936135643005322,21.331913381194074,23.120442768101515,562.8,0.08583254759815721,0.0,22,22,22,23,23,23,23,23,23,23,23
NT RAG ITL p95,inter_token_latency_p95,5,0,22.204625012818724,22.533573146210983,22.204625012818724,23.07316969963722,562.8,0.08583254759815721,0.0,22,23,23,23,23,23,23,23,23,23,23
NT RAG TPS,ms_per_output_token,5,0,92,86.39982508704603,30.123566180381435,160.50803275001851,562.8,0.08583254759815721,0.0,92,100,100,160,160,160,160,160,160,160,160
NT RAG TTFT,time_to_first_token,5,0,34000,38126.78608961869,21720.79506504815,52635.146694025025,0.0,0.08583254759815721,0.0,34000,52000,52000,53000,53000,53000,53000,53000,53000,53000,53000
,Aggregated,30,0,160,19437.39561698715,21.331913381194074,55248.79164795857,375.2,0.5149952855889433,0.0,21000,30000,34000,52000,53000,53000,55000,55000,55000,55000,55000
