Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,41,0,24000,21813.02936216135,42.21135110128671,55989.852934959345,0.0,0.14944625132050324,0.0,24000,28000,31000,32000,35000,38000,56000,56000,56000,56000,56000
NT PLAIN E2E,end_to_end_latency,9,0,103000,103001.26142987412,12378.98238003254,209676.52563599404,3788.4444444444443,0.03280527468011046,0.0,103000,109000,140000,142000,210000,210000,210000,210000,210000,210000,210000
NT RAG E2E,end_to_end_latency,32,0,100000,104295.76701668702,32469.02559697628,232187.2918739682,2868.1875,0.11664097664039276,0.0,103000,132000,139000,140000,156000,181000,232000,232000,232000,232000,232000
NT PLAIN ITL avg,inter_token_latency_avg,9,0,110,105.46160201397197,103.61797599804036,110.09551131314532,3788.4444444444443,0.03280527468011046,0.0,110,110,110,110,110,110,110,110,110,110,110
NT RAG ITL avg,inter_token_latency_avg,32,0,110,105.2098965676603,84.00851697819371,113.83401762678884,2868.1875,0.11664097664039276,0.0,110,110,110,110,110,110,110,110,110,110,110
NT PLAIN ITL p95,inter_token_latency_p95,9,0,130,129.2927882879869,108.01809135591611,150.6758265022654,3788.4444444444443,0.03280527468011046,0.0,130,130,130,130,150,150,150,150,150,150,150
NT RAG ITL p95,inter_token_latency_p95,32,0,130,127.68600916770083,119.6948489639908,133.829488477204,2868.1875,0.11664097664039276,0.0,130,130,130,130,130,130,130,130,130,130,130
NT PLAIN TPS,ms_per_output_token,9,0,26,26.900752631117705,24.10386382456299,31.13867620044449,3788.4444444444443,0.03280527468011046,0.0,26,27,27,28,31,31,31,31,31,31,31
NT RAG TPS,ms_per_output_token,32,0,35,43.155510118507905,30.029283307900425,98.69004740722274,2868.1875,0.11664097664039276,0.0,36,39,55,61,65,77,99,99,99,99,99
NT RAG overhead,retrieval_overhead_vs_nt_plain,31,0,27000,28036.64800151807,16955.58358693961,56165.16221605707,0.0,0.1129959461203805,0.0,27000,31000,33000,33000,37000,42000,56000,56000,56000,56000,56000
NT PLAIN TTFT,time_to_first_token,9,0,360,401.8338510973586,271.1774669587612,772.2641039872542,0.0,0.03280527468011046,0.0,360,360,370,470,770,770,770,770,770,770,770
NT RAG TTFT,time_to_first_token,32,0,28000,28260.649326155544,17295.067692990415,56539.26352807321,0.0,0.11664097664039276,0.0,28000,31000,33000,33000,38000,43000,57000,57000,57000,57000,57000
,Aggregated,277,0,370,25079.754563137558,24.10386382456299,232187.2918739682,1817.7328519855596,1.0096734540433998,0.0,370,27000,32000,34000,74000,132000,153000,181000,232000,232000,232000
