Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,21,0,29000,32082.24299458587,108.9164330624044,64209.480443038046,0.0,0.07194951269811425,0.0,29000,49000,52000,55000,62000,64000,64000,64000,64000,64000,64000
NT PLAIN E2E,end_to_end_latency,4,0,127000,122341.84324124362,93107.48125892133,135014.58182092756,5187.0,0.013704669085355095,0.0,134000,134000,135000,135000,135000,135000,135000,135000,135000,135000,135000
NT RAG E2E,end_to_end_latency,17,0,83000,98618.95627950948,36157.18651202042,202688.2760480512,2791.294117647059,0.05824484361275915,0.0,83000,107000,114000,115000,201000,203000,203000,203000,203000,203000,203000
NT PLAIN ITL avg,inter_token_latency_avg,4,0,82,81.75455496377784,80.93046645349243,82.63218696734577,5187.0,0.013704669085355095,0.0,82,82,83,83,83,83,83,83,83,83,83
NT RAG ITL avg,inter_token_latency_avg,17,0,81,81.65777510512855,79.6354729324726,85.43564669854862,2791.294117647059,0.05824484361275915,0.0,81,82,82,83,84,85,85,85,85,85,85
NT PLAIN ITL p95,inter_token_latency_p95,4,0,87,88.34300146991154,86.45073647494428,91.5784400422126,5187.0,0.013704669085355095,0.0,89,89,92,92,92,92,92,92,92,92,92
NT RAG ITL p95,inter_token_latency_p95,17,0,91,90.40018347030342,83.76518892473541,94.94334125192835,2791.294117647059,0.05824484361275915,0.0,91,93,93,93,95,95,95,95,95,95,95
NT PLAIN TPS,ms_per_output_token,4,0,20,24.118045052324398,19.366563036914318,29.19234201533569,5187.0,0.013704669085355095,0.0,28,28,29,29,29,29,29,29,29,29,29
NT RAG TPS,ms_per_output_token,17,0,37,46.762104500820584,25.444172238017977,158.5841513685106,2791.294117647059,0.05824484361275915,0.0,37,44,48,50,78,160,160,160,160,160,160
NT RAG overhead,retrieval_overhead_vs_nt_plain,11,0,21000,19554.15390320757,0,47688.6454350315,0.0,0.03768783998472651,0.0,21000,27000,32000,32000,32000,48000,48000,48000,48000,48000,48000
NT PLAIN TTFT,time_to_first_token,4,0,390,17380.03777997801,348.29106891993433,35850.81126005389,0.0,0.013704669085355095,0.0,33000,33000,36000,36000,36000,36000,36000,36000,36000,36000,36000
NT RAG TTFT,time_to_first_token,17,0,48000,39894.69013422015,14987.232382991351,64613.82308101747,0.0,0.05824484361275915,0.0,48000,53000,56000,57000,64000,65000,65000,65000,65000,65000,65000
,Aggregated,137,0,160,27787.87673297896,0,202688.2760480512,1991.2408759124087,0.469384916173412,0.0,160,29000,49000,55000,81000,115000,167000,201000,203000,203000,203000
