Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,12,0,27000,24071.917394253735,58.45881800632924,46435.10436802171,0.0,0.04171461895050211,0.0,28000,29000,39000,39000,44000,46000,46000,46000,46000,46000,46000
PLAIN E2E,end_to_end_latency,3,0,251000,182009.17463132646,20856.13369802013,274079.7252129996,6284.666666666667,0.010428654737625527,0.0,251000,251000,274000,274000,274000,274000,274000,274000,274000,274000,274000
RAG E2E,end_to_end_latency,9,0,160000,160892.92619520953,41663.26152498368,233603.05695596617,3555.1111111111113,0.031285964212876584,0.0,160000,191000,218000,218000,234000,234000,234000,234000,234000,234000,234000
PLAIN ITL avg,inter_token_latency_avg,3,0,81,95.09186227548922,80.37682816026721,124.14592118462387,6284.666666666667,0.010428654737625527,0.0,81,81,120,120,120,120,120,120,120,120,120
RAG ITL avg,inter_token_latency_avg,9,0,81,81.01465281746248,79.29989112674805,83.40529105416199,3555.1111111111113,0.031285964212876584,0.0,81,81,81,83,83,83,83,83,83,83,83
PLAIN ITL p95,inter_token_latency_p95,3,0,90,104.67090831371024,88.63835256779565,135.33308205660433,6284.666666666667,0.010428654737625527,0.0,90,90,140,140,140,140,140,140,140,140,140
RAG ITL p95,inter_token_latency_p95,9,0,89,88.99080364434566,82.46182746370323,94.33409716002643,3555.1111111111113,0.031285964212876584,0.0,89,91,92,94,94,94,94,94,94,94,94
PLAIN TPS,ms_per_output_token,3,0,29,38.36160639836146,28.058939927620763,58.25735669838025,6284.666666666667,0.010428654737625527,0.0,29,29,58,58,58,58,58,58,58,58,58
RAG TPS,ms_per_output_token,9,0,46,54.554174104453836,25.54465164897669,113.52387336507815,3555.1111111111113,0.031285964212876584,0.0,46,53,62,79,110,110,110,110,110,110,110
RAG overhead,retrieval_overhead_vs_plain,9,0,55000,73506.7266817334,0,145743.5954149114,0.0,0.031285964212876584,0.0,55000,85000,110000,145000,146000,146000,146000,146000,146000,146000,146000
PLAIN TTFT,time_to_first_token,3,0,69000,50071.36471464764,10678.590749041177,70088.5931289522,0.0,0.010428654737625527,0.0,69000,69000,70000,70000,70000,70000,70000,70000,70000,70000,70000
RAG TTFT,time_to_first_token,9,0,66000,85797.21446788042,25185.664082993753,156422.18616395257,0.0,0.031285964212876584,0.0,66000,95000,120000,156000,156000,156000,156000,156000,156000,156000,156000
,Aggregated,81,0,11000,47772.985712079455,0,274079.7252129996,2511.1111111111113,0.2815736779158892,0.0,11000,44000,66000,95000,156000,218000,251000,274000,274000,274000,274000
