Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,46,0,39000,32128.71609220747,137.78687198646367,79807.1941002272,0.0,0.16033720834564605,0.0,40000,49000,51000,52000,64000,68000,80000,80000,80000,80000,80000
NT PLAIN E2E,end_to_end_latency,10,0,120000,152367.24532130174,83877.0247111097,239477.93283988722,3572.7,0.03485591485774914,0.0,132000,168000,209000,226000,239000,239000,239000,239000,239000,239000,239000
NT RAG E2E,end_to_end_latency,24,0,236000,226174.20407674703,97432.21591413021,288246.814426966,3279.3333333333335,0.08365419565859794,0.0,245000,258000,271000,277000,282000,283000,288000,288000,288000,288000,288000
PLAIN E2E,end_to_end_latency,7,0,222000,225459.78903384614,159778.89464399777,292893.51327787153,3881.0,0.024399140400424398,0.0,222000,245000,248000,248000,293000,293000,293000,293000,293000,293000,293000
RAG E2E,end_to_end_latency,5,0,106000,148408.84476630017,92489.86626695842,292461.19291195646,984.6,0.01742795742887457,0.0,106000,148000,148000,292000,292000,292000,292000,292000,292000,292000,292000
NT PLAIN ITL avg,inter_token_latency_avg,10,0,159.198663725344,156.08480330359743,152.6418505190572,159.198663725344,3572.7,0.03485591485774914,0.0,160,160,160,160,160,160,160,160,160,160,160
NT RAG ITL avg,inter_token_latency_avg,24,0,151.56725474430655,153.76147548999833,151.56725474430655,157.06674404683034,3279.3333333333335,0.08365419565859794,0.0,150,150,150,150,160,160,160,160,160,160,160
PLAIN ITL avg,inter_token_latency_avg,7,0,151.39210506386956,152.64736395061797,151.39210506386956,153.7540853720575,3881.0,0.024399140400424398,0.0,150,150,150,150,150,150,150,150,150,150,150
RAG ITL avg,inter_token_latency_avg,5,0,150,152.2044944557174,149.27542556668757,155.8511285742713,984.6,0.01742795742887457,0.0,150,150,150,160,160,160,160,160,160,160,160
NT PLAIN ITL p95,inter_token_latency_p95,10,0,210,211.79790148395114,205.9504356002435,217.257710872218,3572.7,0.03485591485774914,0.0,210,210,220,220,220,220,220,220,220,220,220
NT RAG ITL p95,inter_token_latency_p95,24,0,210,208.62619650288252,198.2731660013087,218.14332506619394,3279.3333333333335,0.08365419565859794,0.0,210,210,210,210,210,220,220,220,220,220,220
PLAIN ITL p95,inter_token_latency_p95,7,0,210,208.5515905637294,206.42633133102208,212.75428690714762,3881.0,0.024399140400424398,0.0,210,210,210,210,210,210,210,210,210,210,210
RAG ITL p95,inter_token_latency_p95,5,0,190,197.12901882827282,172.8603489464149,224.5291817933321,984.6,0.01742795742887457,0.0,190,210,210,220,220,220,220,220,220,220,220
NT PLAIN TPS,ms_per_output_token,10,0,39,42.96576318778976,36.330241174322765,52.883735044275994,3572.7,0.03485591485774914,0.0,43,44,48,52,53,53,53,53,53,53,53
NT RAG TPS,ms_per_output_token,24,0,60,86.78174915819845,50.65767323994173,252.98877273046648,3279.3333333333335,0.08365419565859794,0.0,61,70,91,97,200,220,250,250,250,250,250
PLAIN TPS,ms_per_output_token,7,0,58,61.3673784541129,46.467997180878235,95.80496495813787,3881.0,0.024399140400424398,0.0,58,61,67,67,96,96,96,96,96,96,96
RAG TPS,ms_per_output_token,5,0,380,335.3870629161377,76.96347181893591,471.8223213563691,984.6,0.01742795742887457,0.0,380,420,420,470,470,470,470,470,470,470,470
NT RAG overhead,retrieval_overhead_vs_nt_plain,24,0,82000,91941.89439869176,21393.21250584908,231268.35035602562,0.0,0.08365419565859794,0.0,82000,85000,107000,147000,178000,193000,231000,231000,231000,231000,231000
RAG overhead,retrieval_overhead_vs_plain,1,0,40604.188069934025,40604.188069934025,40604.188069934025,40604.188069934025,0.0,0.003485591485774914,0.0,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
NT PLAIN TTFT,time_to_first_token,10,0,1500,11733.765422413126,876.1601608712226,44510.722652077675,0.0,0.03485591485774914,0.0,1500,1500,30000,34000,45000,45000,45000,45000,45000,45000,45000
NT RAG TTFT,time_to_first_token,24,0,84000,101872.74757389484,53456.97043486871,232793.045663042,0.0,0.08365419565859794,0.0,86000,95000,108000,148000,179000,194000,233000,233000,233000,233000,233000
PLAIN TTFT,time_to_first_token,7,0,63000,68246.05793013636,33729.204057948664,140316.6538279038,0.0,0.024399140400424398,0.0,63000,66000,85000,85000,140000,140000,140000,140000,140000,140000,140000
RAG TTFT,time_to_first_token,5,0,97000,107000.1201777719,84307.67261004075,136915.12119490653,0.0,0.01742795742887457,0.0,97000,125000,125000,137000,137000,137000,137000,137000,137000,137000,137000
,Aggregated,301,0,520,55127.98475880408,36.330241174322765,292893.51327787153,1947.1229235880398,1.0491630372182492,0.0,520,62000,84000,100000,193000,245000,277000,283000,293000,293000,293000
