Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,45,0,31000,31333.8770787956,48.96326409652829,88973.22038095444,0.0,0.1587514926546425,0.0,31000,40000,45000,49000,54000,61000,89000,89000,89000,89000,89000
NT PLAIN E2E,end_to_end_latency,5,0,90000,121293.95640799776,51342.93239796534,262968.45073788427,3229.8,0.017639054739404723,0.0,90000,146000,146000,263000,263000,263000,263000,263000,263000,263000,263000
NT RAG E2E,end_to_end_latency,25,0,143000,153571.11642358825,41953.35854194127,276986.7239459418,3174.12,0.08819527369702362,0.0,143000,178000,208000,210000,222000,234000,277000,277000,277000,277000,277000
PLAIN E2E,end_to_end_latency,5,0,236000,216189.12612749264,102172.0006391406,272335.22961009294,4997.6,0.017639054739404723,0.0,236000,267000,267000,272000,272000,272000,272000,272000,272000,272000,272000
RAG E2E,end_to_end_latency,10,0,226000,216831.64735645987,68985.93574296683,290466.5635859128,3258.8,0.035278109478809445,0.0,266000,274000,281000,287000,290000,290000,290000,290000,290000,290000,290000
NT PLAIN ITL avg,inter_token_latency_avg,5,0,142.5540665699632,144.39384151240742,142.5540665699632,146.8773121738449,3229.8,0.017639054739404723,0.0,140,150,150,150,150,150,150,150,150,150,150
NT RAG ITL avg,inter_token_latency_avg,25,0,140,144.04549067723198,139.11235690201548,148.7929407876971,3174.12,0.08819527369702362,0.0,140,140,140,150,150,150,150,150,150,150,150
PLAIN ITL avg,inter_token_latency_avg,5,0,140.50543537028537,142.09003846249328,140.50543537028537,142.75237343739437,4997.6,0.017639054739404723,0.0,140,140,140,140,140,140,140,140,140,140,140
RAG ITL avg,inter_token_latency_avg,10,0,141.95869154857257,143.5474282511284,141.95869154857257,149.83589403370084,3258.8,0.035278109478809445,0.0,140,140,140,150,150,150,150,150,150,150,150
NT PLAIN ITL p95,inter_token_latency_p95,5,0,207.15881859650838,201.6301009082235,189.69791505951434,207.15881859650838,3229.8,0.017639054739404723,0.0,210,210,210,210,210,210,210,210,210,210,210
NT RAG ITL p95,inter_token_latency_p95,25,0,200,197.83266876870766,143.1623309617862,212.72774992976335,3174.12,0.08819527369702362,0.0,200,200,200,200,200,210,210,210,210,210,210
PLAIN ITL p95,inter_token_latency_p95,5,0,200,195.82605823874474,180.42115698335692,200.8926601964049,4997.6,0.017639054739404723,0.0,200,200,200,200,200,200,200,200,200,200,200
RAG ITL p95,inter_token_latency_p95,10,0,200,199.08098543644886,175.88427960872653,205.93057521618906,3258.8,0.035278109478809445,0.0,200,200,200,200,210,210,210,210,210,210,210
NT PLAIN TPS,ms_per_output_token,5,0,37,37.433898563620446,36.371145101015614,38.27779486723206,3229.8,0.017639054739404723,0.0,37,38,38,38,38,38,38,38,38,38,38
NT RAG TPS,ms_per_output_token,25,0,46,94.27448702835375,38.42472103511933,1104.0357511037175,3174.12,0.08819527369702362,0.0,46,50,55,63,90,100,1100,1100,1100,1100,1100
PLAIN TPS,ms_per_output_token,5,0,44,43.66058611868628,36.20552822081524,53.560821890259675,4997.6,0.017639054739404723,0.0,44,47,47,54,54,54,54,54,54,54,54
RAG TPS,ms_per_output_token,10,0,71,88.76205477578544,45.071417901789616,166.85348673064286,3258.8,0.035278109478809445,0.0,76,85,140,140,170,170,170,170,170,170,170
NT RAG overhead,retrieval_overhead_vs_nt_plain,22,0,31000,35057.645772477954,20835.44576098211,54349.209093954414,0.0,0.07761184085338078,0.0,31000,36000,43000,48000,50000,51000,54000,54000,54000,54000,54000
RAG overhead,retrieval_overhead_vs_plain,10,0,68000,74626.0780200595,29083.920276723802,126451.7355998978,0.0,0.035278109478809445,0.0,76000,86000,108000,120000,126000,126000,126000,126000,126000,126000,126000
NT PLAIN TTFT,time_to_first_token,5,0,630,572.4767958279699,415.0710611138493,686.4863128867,0.0,0.017639054739404723,0.0,630,670,670,690,690,690,690,690,690,690,690
NT RAG TTFT,time_to_first_token,25,0,33000,36959.26191125065,21250.51682209596,61388.46129598096,0.0,0.08819527369702362,0.0,33000,40000,43000,50000,52000,55000,61000,61000,61000,61000,61000
PLAIN TTFT,time_to_first_token,5,0,31000,32539.383353292942,10946.594464126974,54065.55357109755,0.0,0.017639054739404723,0.0,31000,45000,45000,54000,54000,54000,54000,54000,54000,54000,54000
RAG TTFT,time_to_first_token,10,0,79000,91831.89532258548,40030.51474085078,141897.24051300436,0.0,0.035278109478809445,0.0,97000,116000,119000,137000,142000,142000,142000,142000,142000,142000,142000
,Aggregated,302,0,11000,41885.64883374473,36.20552822081524,290466.5635859128,2027.523178807947,1.0653989062600453,0.0,21000,36000,50000,56000,137000,208000,267000,277000,290000,290000,290000
