Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,23,0,26000,22123.191609077723,50.99837388843298,40939.25746995956,0.0,0.08033388855036863,0.0,26000,28000,31000,32000,34000,37000,41000,41000,41000,41000,41000
NT PLAIN E2E,end_to_end_latency,3,0,90000,69608.39470561284,20900.252691004425,97435.39659795351,2803.6666666666665,0.010478333289178517,0.0,90000,90000,97000,97000,97000,97000,97000,97000,97000,97000,97000
NT RAG E2E,end_to_end_latency,8,0,122000,133847.25275475648,59033.78642513417,260603.56303793378,3948.875,0.02794222210447605,0.0,139000,143000,174000,174000,261000,261000,261000,261000,261000,261000,261000
PLAIN E2E,end_to_end_latency,2,0,169000,214653.34256086498,168900.10467683896,260406.580444891,6228.0,0.006985555526119012,0.0,260000,260000,260000,260000,260000,260000,260000,260000,260000,260000,260000
RAG E2E,end_to_end_latency,10,0,168000,171722.6963337278,56901.09940106049,288303.4064481035,4333.4,0.03492777763059506,0.0,171000,184000,238000,273000,288000,288000,288000,288000,288000,288000,288000
NT PLAIN ITL avg,inter_token_latency_avg,3,0,106.69870680437809,104.34709850244921,101.11088524727934,106.69870680437809,2803.6666666666665,0.010478333289178517,0.0,110,110,110,110,110,110,110,110,110,110,110
NT RAG ITL avg,inter_token_latency_avg,8,0,101.82909127263143,103.6779455426964,101.82909127263143,106.30637117452935,3948.875,0.02794222210447605,0.0,100,100,110,110,110,110,110,110,110,110,110
PLAIN ITL avg,inter_token_latency_avg,2,0,103.05226027236097,103.1611734852656,103.05226027236097,103.27008669817025,6228.0,0.006985555526119012,0.0,100,100,100,100,100,100,100,100,100,100,100
RAG ITL avg,inter_token_latency_avg,10,0,101.59307849061277,103.14263788854109,101.59307849061277,105.7878326265203,4333.4,0.03492777763059506,0.0,100,100,100,100,110,110,110,110,110,110,110
NT PLAIN ITL p95,inter_token_latency_p95,3,0,130,131.44586596948406,124.4345939019695,136.8159080389887,2803.6666666666665,0.010478333289178517,0.0,130,130,140,140,140,140,140,140,140,140,140
NT RAG ITL p95,inter_token_latency_p95,8,0,123.92001333646476,125.20632329833462,123.92001333646476,127.16596147511154,3948.875,0.02794222210447605,0.0,120,130,130,130,130,130,130,130,130,130,130
PLAIN ITL p95,inter_token_latency_p95,2,0,121.7801549937576,123.59031976666301,121.7801549937576,125.40048453956842,6228.0,0.006985555526119012,0.0,130,130,130,130,130,130,130,130,130,130,130
RAG ITL p95,inter_token_latency_p95,10,0,120,122.8208983305376,117.19837815035135,127.87816120544448,4333.4,0.03492777763059506,0.0,120,120,130,130,130,130,130,130,130,130,130
NT PLAIN TPS,ms_per_output_token,3,0,24,24.51305835781997,23.196728846841758,26.69307812031875,2803.6666666666665,0.010478333289178517,0.0,24,24,27,27,27,27,27,27,27,27,27
NT RAG TPS,ms_per_output_token,8,0,34,38.30705623478406,29.756098446954404,61.22578532920349,3948.875,0.02794222210447605,0.0,34,35,49,49,61,61,61,61,61,61,61
PLAIN TPS,ms_per_output_token,2,0,33.2151250567463,34.9026345254311,33.2151250567463,36.59014399411589,6228.0,0.006985555526119012,0.0,37,37,37,37,37,37,37,37,37,37,37
RAG TPS,ms_per_output_token,10,0,40,61.52102407173724,31.362177837821715,225.7980134962718,4333.4,0.03492777763059506,0.0,41,43,44,87,230,230,230,230,230,230,230
NT RAG overhead,retrieval_overhead_vs_nt_plain,7,0,28000,26619.986725571966,18027.659323066473,37363.42528811656,0.0,0.02444944434141654,0.0,28000,30000,31000,31000,37000,37000,37000,37000,37000,37000,37000
RAG overhead,retrieval_overhead_vs_plain,5,0,7700,32282.722549093887,0,82789.98147905804,0.0,0.01746388881529753,0.0,7700,69000,69000,83000,83000,83000,83000,83000,83000,83000,83000
NT PLAIN TTFT,time_to_first_token,3,0,440,424.03438159575063,353.4445068798959,483.45056897960603,0.0,0.010478333289178517,0.0,440,440,480,480,480,480,480,480,480,480,480
NT RAG TTFT,time_to_first_token,8,0,29000,28768.90866391477,18381.10382994637,41337.25068415515,0.0,0.02794222210447605,0.0,30000,31000,38000,38000,41000,41000,41000,41000,41000,41000,41000
PLAIN TTFT,time_to_first_token,2,0,25226.645147893578,33059.77493990213,25226.645147893578,40892.904731910676,0.0,0.006985555526119012,0.0,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
RAG TTFT,time_to_first_token,10,0,49000,56295.11693124659,37286.56864911318,108016.62662695162,0.0,0.03492777763059506,0.0,50000,51000,52000,94000,108000,108000,108000,108000,108000,108000,108000
,Aggregated,150,0,230,34330.229837487306,0,288303.4064481035,2554.4533333333334,0.5239166644589259,0.0,350,28000,37000,49000,122000,171000,261000,273000,288000,288000,288000
