Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,64,0,31000,27342.222214754656,37.77893108781427,86582.12977601215,0.0,0.22031067495709344,0.0,31000,35000,38000,39000,45000,74000,83000,87000,87000,87000,87000
NT PLAIN E2E,end_to_end_latency,18,0,71000,95125.08719461039,25767.32753694523,291083.2695190329,2631.6666666666665,0.06196237733168253,0.0,77000,97000,110000,162000,182000,291000,291000,291000,291000,291000,291000
NT RAG E2E,end_to_end_latency,46,0,135000,145457.3671997388,56333.81578803528,290906.534594018,2965.978260869565,0.15834829762541092,0.0,136000,145000,171000,187000,217000,252000,291000,291000,291000,291000,291000
NT PLAIN ITL avg,inter_token_latency_avg,18,0,150,146.07683463532604,142.29248279395202,153.27893388335767,2631.6666666666665,0.06196237733168253,0.0,150,150,150,150,150,150,150,150,150,150,150
NT RAG ITL avg,inter_token_latency_avg,46,0,142.09264584569726,144.65358029249228,142.09264584569726,149.7712633410209,2965.978260869565,0.15834829762541092,0.0,140,150,150,150,150,150,150,150,150,150,150
NT PLAIN ITL p95,inter_token_latency_p95,18,0,200,202.4996358086355,167.25330974441022,222.3824377404526,2631.6666666666665,0.06196237733168253,0.0,200,200,210,210,220,220,220,220,220,220,220
NT RAG ITL p95,inter_token_latency_p95,46,0,200,200.82391105116466,192.1830582083203,213.7874309089966,2965.978260869565,0.15834829762541092,0.0,200,200,200,200,210,210,210,210,210,210,210
NT PLAIN TPS,ms_per_output_token,18,0,35,35.60857866794438,32.23419060959832,40.99683877902171,2631.6666666666665,0.06196237733168253,0.0,35,36,37,38,39,41,41,41,41,41,41
NT RAG TPS,ms_per_output_token,46,0,47,54.746919172626555,36.37870157923356,128.3520373890598,2965.978260869565,0.15834829762541092,0.0,48,51,56,58,82,91,130,130,130,130,130
NT RAG overhead,retrieval_overhead_vs_nt_plain,46,0,35000,37832.72163347979,20783.140946994536,86418.2374489028,0.0,0.15834829762541092,0.0,35000,37000,40000,42000,57000,81000,86000,86000,86000,86000,86000
NT PLAIN TTFT,time_to_first_token,18,0,580,640.4816893757218,453.35249695926905,935.2287580259144,0.0,0.06196237733168253,0.0,640,710,740,880,890,940,940,940,940,940,940
NT RAG TTFT,time_to_first_token,46,0,35000,38393.910890951265,21237.3881660169,87058.29917092342,0.0,0.15834829762541092,0.0,36000,38000,41000,43000,58000,81000,87000,87000,87000,87000,87000
,Aggregated,430,0,480,31852.260704036344,32.23419060959832,291083.2695190329,1709.8139534883721,1.4802123473679716,0.0,500,33000,38000,43000,108000,144000,206000,244000,291000,291000,291000
