Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/chat/completions,20,0,670,17068.363132327795,233.24072104878724,46383.73499410227,0.0,0.06904684448266354,0.0,23000,29000,32000,38000,43000,46000,46000,46000,46000,46000,46000
PLAIN E2E,end_to_end_latency,10,0,216000,202368.87113233097,27238.388639874756,272892.6431990694,3430.6,0.03452342224133177,0.0,223000,258000,267000,271000,273000,273000,273000,273000,273000,273000,273000
RAG E2E,end_to_end_latency,10,0,230000,226673.82076194044,131671.09269695356,297660.74204607867,3004.6,0.03452342224133177,0.0,241000,265000,278000,295000,298000,298000,298000,298000,298000,298000,298000
PLAIN ITL avg,inter_token_latency_avg,10,0,150,153.11234389523537,148.64528824857967,157.84918174937462,3430.6,0.03452342224133177,0.0,150,150,150,150,160,160,160,160,160,160,160
RAG ITL avg,inter_token_latency_avg,10,0,151.25813679879852,153.27524287375968,151.25813679879852,157.48976051129577,3004.6,0.03452342224133177,0.0,150,150,150,160,160,160,160,160,160,160,160
PLAIN ITL p95,inter_token_latency_p95,10,0,210,210.09311830974184,162.28947474155575,223.35108079714695,3430.6,0.03452342224133177,0.0,210,210,220,220,220,220,220,220,220,220,220
RAG ITL p95,inter_token_latency_p95,10,0,217.86571550182998,207.94541410403326,169.93953941855582,217.86571550182998,3004.6,0.03452342224133177,0.0,220,220,220,220,220,220,220,220,220,220,220
PLAIN TPS,ms_per_output_token,10,0,55,70.81692588471847,41.11785547907534,114.44701109191074,3430.6,0.03452342224133177,0.0,63,90,98,100,110,110,110,110,110,110,110
RAG TPS,ms_per_output_token,10,0,69,101.38578670208646,61.082704725271824,340.23538164587484,3004.6,0.03452342224133177,0.0,70,80,84,110,340,340,340,340,340,340,340
RAG overhead,retrieval_overhead_vs_plain,10,0,50000,47351.01069989614,0,91956.80603105575,0.0,0.03452342224133177,0.0,55000,55000,55000,61000,92000,92000,92000,92000,92000,92000,92000
PLAIN TTFT,time_to_first_token,10,0,59000,65266.79696945939,11840.330380015075,156191.19961815886,0.0,0.03452342224133177,0.0,76000,81000,86000,94000,156000,156000,156000,156000,156000,156000,156000
RAG TTFT,time_to_first_token,10,0,101000,104261.37180782389,84182.91755300015,119918.05520607159,0.0,0.03452342224133177,0.0,104000,113000,117000,118000,120000,120000,120000,120000,120000,120000,120000
,Aggregated,130,0,550,52381.171266759695,0,297660.74204607867,1980.0615384615385,0.448804489137313,0.0,610,42000,84000,101000,216000,265000,278000,295000,298000,298000,298000
